,ticker,name,Q4/2016,Q1/2017,Q2/2017,Q3/2017,Q4/2017,Q1/2018,Q2/2018,Q3/2018,Q4/2018,Q1/2019,Q2/2019,Q3/2019,Q4/2019,Q1/2020,Q2/2020,Q3/2020,Q4/2020,Q1/2021,Q2/2021,Q3/2021,Q4/2021,Q1/2022,Q2/2022,Q3/2022,Q4/2022,Q1/2023
0,VCB,estimate_price_low,38790,39834,33590,34846,33664,35047,39058,47818,50766,52291,63150,61272,67390,74380,66837,68915,69847,69769,79803,90123,83531,83949,84805,80509,79719,76360
1,VCB,estimate_price_high,58185,59750,50385,52269,50496,52570,58586,71727,76149,78436,94725,91908,101085,111570,100255,103373,104770,104654,119705,135184,125296,125923,127206,120763,119579,114539
2,VIC,estimate_price_low,65866,38566,27641,36210,38960,50904,177770,97118,85611,83906,73855,100790,140055,98500,228029,86666,107904,94573,52488,108764,78610,61017,32642,65312,59888,56357
3,VIC,estimate_price_high,98800,57849,41462,54316,58439,76355,266656,145677,128417,125860,110782,151185,210082,147750,342044,129999,161856,141860,78732,163146,117914,91526,48963,97967,89832,84536
4,VHM,estimate_price_low,0,0,0,0,0,0,88400,100131,95219,93598,77845,61746,99808,87396,113618,100355,62287,73743,97741,80851,127076,117507,85222,70856,42327,60134
5,VHM,estimate_price_high,0,0,0,0,0,0,132600,150196,142829,140397,116767,92618,149713,131094,170427,150532,93429,110615,146613,121277,190614,176260,127834,106285,63489,90202
6,GAS,estimate_price_low,35736,34610,68462,55678,52450,58257,66774,74741,90906,93151,77013,84897,81006,82222,80784,68449,53884,53222,49888,60731,74404,81119,87567,109489,135192,103456
7,GAS,estimate_price_high,53604,51915,102693,83517,78674,87385,100161,112111,136359,139726,115519,127345,121510,123332,121175,102672,80825,79834,74831,91096,111606,121679,131350,164234,202788,155183
8,HPG,estimate_price_low,38868,40509,52505,45736,34769,39310,41765,43666,43173,35899,30402,26810,25010,19783,20644,21772,23995,31870,40397,57492,75180,67653,55267,44611,27481,13937
9,HPG,estimate_price_high,58302,60764,78757,68604,52153,58964,62648,65499,64760,53848,45603,40214,37515,29674,30965,32658,35993,47804,60596,86238,112771,101480,82901,66917,41221,20906
10,VPB,estimate_price_low,0,0,0,30891,37066,38497,45077,44132,38366,25328,22781,18198,20070,19758,19287,20808,20951,20984,23246,32535,43070,47589,36179,50368,31083,32751
11,VPB,estimate_price_high,0,0,0,46338,55599,57745,67616,66197,57549,37992,34172,27297,30104,29637,28930,31213,31427,31475,34868,48802,64605,71384,54269,75552,46625,49127
12,NVL,estimate_price_low,48000,62276,36887,53485,31510,73214,82035,57737,61180,62352,124496,63461,56254,44704,58148,51048,62639,97717,49448,79142,85477,55157,80867,83100,61813,51771
13,NVL,estimate_price_high,72000,93413,55329,80228,47265,109821,123052,86606,91770,93527,186745,95192,84380,67056,87222,76571,93959,146575,74172,118712,128215,82736,121301,124651,92719,77658
14,VNM,estimate_price_low,119312,124037,117239,129862,119451,124531,126059,136119,131733,123445,126604,116759,110708,107091,103718,96903,96370,96905,92254,86031,75083,74372,71311,65705,55966,53152
15,VNM,estimate_price_high,178968,186056,175858,194793,179177,186796,189089,204179,197599,185167,189907,175138,166062,160636,155578,145355,144554,145359,138381,129046,112625,111558,106966,98558,83949,79728
16,TCB,estimate_price_low,0,0,0,0,0,0,89197,80148,24848,22581,21950,22296,21318,21407,21473,20285,19301,20147,22649,34779,39902,43494,44153,45486,37819,37943
17,TCB,estimate_price_high,0,0,0,0,0,0,133795,120221,37272,33872,32926,33444,31977,32110,32210,30428,28952,30221,33974,52168,59853,65241,66229,68229,56729,56915
18,BID,estimate_price_low,16150,13930,13596,14254,14263,15049,20819,21989,28481,25602,24058,26320,27451,36520,42048,36921,34869,33879,30487,39890,42915,37028,37392,37903,38136,42638
19,BID,estimate_price_high,24225,20894,20395,21381,21394,22574,31230,32982,42722,38404,36088,39480,41176,54780,63072,55381,52304,50819,45730,59836,64372,55543,56088,56855,57203,63957
20,MSN,estimate_price_low,77110,89472,56113,45688,32377,37702,84960,86584,151629,82885,72853,71050,55958,115330,76647,38980,30067,23447,27956,77805,131600,144438,1249682,163586,130203,99285
21,MSN,estimate_price_high,115664,134208,84170,68532,48565,56554,127441,129876,227444,124329,109280,106574,83937,172995,114970,58470,45101,35170,41934,116708,197400,216657,1874523,245379,195304,148928
22,CTG,estimate_price_low,14259,15466,14457,14731,15721,16179,17192,20056,20602,19699,14972,18051,17848,20720,30500,20203,23830,20944,32178,38446,31035,27484,24116,24386,28322,26352
23,CTG,estimate_price_high,21388,23199,21686,22097,23581,24270,25788,30084,30903,29548,22459,27076,26771,31080,45750,30304,35745,31415,48267,57669,46552,41226,36174,36579,42484,39528
24,GVR,estimate_price_low,0,0,0,0,0,0,0,6560,7762,7691,8270,8318,8785,11417,9674,9781,8517,10196,20808,23586,25958,26893,20447,27585,23735,18968
25,GVR,estimate_price_high,0,0,0,0,0,0,0,9840,11643,11536,12405,12477,13178,17126,14511,14671,12775,15294,31213,35380,38937,40340,30670,41377,35603,28452
26,MBB,estimate_price_low,12415,12997,13105,13543,15281,19818,17816,23980,23657,23175,24593,20493,20682,20345,21387,19039,17217,17018,18466,26220,24753,26241,28341,28986,29013,27538
27,MBB,estimate_price_high,18624,19496,19657,20315,22921,29728,26725,35971,35487,34763,36889,30739,31024,30517,32080,28558,25825,25528,27699,39330,37130,39362,42512,43479,43519,41306
28,VGI,estimate_price_low,0,0,0,0,0,0,0,16800,25133,13472,14996,18981,21652,13190,13460,33069,14242,40401,9536,23113,26088,25297,27219,27620,11369,26673
29,VGI,estimate_price_high,0,0,0,0,0,0,0,25200,37699,20209,22494,28472,32478,19785,20191,49603,21362,60602,14304,34670,39132,37945,40828,41431,17054,40010
30,MWG,estimate_price_low,110743,126379,133433,147604,149770,123551,131865,133738,120441,112388,107664,96430,104760,99877,102389,96592,78384,84608,97699,117619,124747,113243,138769,121536,116174,76131
31,MWG,estimate_price_high,166115,189568,200150,221407,224655,185327,197797,200608,180662,168581,161496,144645,157140,149816,153584,144888,117577,126912,146549,176429,187120,169864,208153,182304,174261,114197
32,SAB,estimate_price_low,114964,156856,189311,176476,186735,184319,217698,204145,191766,173574,166596,206234,224090,248624,211624,152746,152665,155239,180578,167416,136451,100321,119447,140322,179152,192622
33,SAB,estimate_price_high,172446,235283,283967,264714,280102,276478,326548,306217,287650,260361,249894,309351,336136,372937,317436,229120,228998,232859,270868,251124,204677,150482,179171,210483,268728,288934
34,FPT,estimate_price_low,40188,38435,38164,39192,39018,43483,68319,51823,49898,40860,30668,39312,43085,49715,43570,46074,42169,42000,49096,59401,67327,75377,86601,90696,86442,82419
35,FPT,estimate_price_high,60282,57653,57246,58787,58527,65224,102478,77734,74847,61290,46002,58968,64627,74572,65356,69111,63253,63000,73644,89102,100990,113066,129901,136044,129663,123629
36,BCM,estimate_price_low,0,0,0,0,0,20000,19285,20355,23772,17461,35292,21381,24683,22610,23218,19076,17901,24958,29461,39907,43448,30736,27751,46501,90026,78782
37,BCM,estimate_price_high,0,0,0,0,0,30000,28927,30532,35658,26192,52937,32072,37025,33914,34828,28614,26851,37436,44191,59861,65172,46104,41627,69752,135039,118174
38,ACB,estimate_price_low,16428,16365,18643,20653,22355,25149,30477,40991,44472,40649,36658,30832,28088,24695,24174,22094,21047,23360,27093,30022,31874,29476,28702,31779,32031,28202
39,ACB,estimate_price_high,24641,24548,27964,30980,33533,37724,45715,61486,66708,60972,54987,46247,42133,37044,36262,33141,31571,35039,40639,45033,47811,44214,43054,47668,48047,42302
40,VRE,estimate_price_low,0,0,0,0,32440,74397,41256,86894,60032,40564,32041,28566,28140,29838,30448,24484,20444,21016,24996,28734,25842,18607,13745,15453,31617,50125
41,VRE,estimate_price_high,0,0,0,0,48660,111594,61884,130341,90048,60846,48062,42849,42210,44757,45672,36727,30667,31524,37495,43100,38764,27911,20618,23180,47426,75187
42,VJC,estimate_price_low,0,86400,157044,186242,122371,148841,281780,195425,131453,162349,124204,122409,100179,109062,77188,46104,90357,37169,97061,282181,43411,316800,41392,155909,53750,63965
43,VJC,estimate_price_high,0,129600,235566,279363,183557,223262,422669,293136,197178,243522,186306,183613,150269,163594,115782,69156,135536,55754,145592,423271,65116,475200,62088,233863,80625,95947
44,BSR,estimate_price_low,0,0,0,0,0,25040,0,18672,15639,14898,7230,11838,4615,4011,112369,2350,5821,5950,6614,9913,11019,6873,15368,21028,86756,23738
45,BSR,estimate_price_high,0,0,0,0,0,37560,0,28009,23458,22347,10844,17757,6923,6016,168554,3525,8731,8926,9921,14869,16529,10310,23053,31542,130134,35607
46,VIB,estimate_price_low,15201,13826,14659,16241,18231,20412,14926,28123,30586,30629,44312,22713,22882,19550,17082,17141,18130,21213,28832,34838,36923,36385,41295,39865,31710,31871
47,VIB,estimate_price_high,22800,20739,21989,24362,27347,30618,22389,42185,45878,45944,66467,34069,34323,29325,25623,25710,27195,31819,43248,52257,55385,54577,61942,59798,47565,47807
48,PLX,estimate_price_low,0,32489,42679,50810,46345,46878,39317,45589,59618,53331,49249,52502,49685,54353,48408,17243,31844,29719,41036,351396,59840,39938,36570,32360,16365,25363
49,PLX,estimate_price_high,0,48733,64018,76215,69518,70317,58976,68383,89426,79996,73874,78752,74528,81530,72611,25864,47765,44579,61554,527095,89760,59906,54854,48540,24548,38045
50,TPB,estimate_price_low,0,0,0,0,0,24662,29309,30306,27153,24916,25799,21092,21729,21132,26092,20439,21277,21113,21727,27122,33445,35676,36737,35909,32650,31128
51,TPB,estimate_price_high,0,0,0,0,0,36992,43962,45459,40729,37374,38699,31637,32593,31698,39138,30658,31915,31669,32590,40683,50168,53513,55105,53864,48974,46692
52,STB,estimate_price_low,6333,5553,8599,6839,10265,10708,21978,13920,11909,9508,14224,13511,10411,12393,8757,8961,8867,9526,12414,13938,23144,21472,24956,25623,20577,23381
53,STB,estimate_price_high,9499,8329,12899,10258,15397,16061,32968,20879,17863,14263,21337,20267,15616,18589,13135,13442,13300,14289,18622,20907,34716,32207,37434,38433,30866,35072
54,HDB,estimate_price_low,0,0,0,0,32305,64772,41967,42907,32054,27391,32604,27712,25926,27167,26792,25143,26106,23622,23341,27375,26564,28996,27311,26670,25283,25030
55,HDB,estimate_price_high,0,0,0,0,48458,97157,62951,64361,48080,41086,48906,41568,38889,40750,40188,37714,39159,35433,35011,41063,39846,43494,40967,40005,37924,37546
56,HVN,estimate_price_low,27692,36490,19714,16834,14276,35613,37909,39793,33031,18738,38786,32796,29972,45255,21230,9784,9572,10332,2691,-8371,4379,4761,-22666,-47189,1713,15820
57,HVN,estimate_price_high,41538,54735,29571,25251,21414,53420,56863,59689,49546,28107,58180,49194,44958,67883,31846,14676,14358,15498,4037,-12556,6568,7142,-33999,-70783,2569,23730
58,BVH,estimate_price_low,47208,52016,51535,49662,58412,47391,53230,61840,55273,64425,66296,68712,64154,92045,66555,46736,57277,48501,64100,58545,48665,45496,47667,47263,44633,41003
59,BVH,estimate_price_high,70811,78023,77303,74493,87618,71085,79845,92761,82909,96637,99444,103068,96231,138067,99832,70104,85915,72752,96150,87818,72997,68244,71500,70895,66949,61504
60,SHB,estimate_price_low,5207,5240,5240,5129,7121,7754,8322,8258,7776,6659,6744,7225,7458,6906,6730,7334,10553,12583,13273,18377,22520,28730,26482,25602,18463,17921
61,SHB,estimate_price_high,7811,7861,7860,7692,10681,11630,12483,12387,11665,9989,10116,10837,11186,10359,10095,11002,15830,18874,19910,27565,33779,43095,39723,38403,27694,26882
62,THD,estimate_price_low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,48902,70835,237003,7422375,447636,190040,172296,132700,107336,94991,66645
63,THD,estimate_price_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23400,73353,106252,355504,11133563,671453,285059,258444,199050,161005,142486,99968
64,DGC,estimate_price_low,38312,33119,31800,27750,28538,22075,32892,22782,45845,92863,89013,54548,43271,25517,20007,25729,32236,40807,40588,50496,63217,110192,299217,325018,316712,150307
65,DGC,estimate_price_high,57469,49678,47700,41624,42807,33113,49338,34172,68767,139294,133520,81821,64906,38276,30011,38593,48354,61211,60882,75744,94825,165289,448826,487527,475067,225461
66,EIB,estimate_price_low,8497,8494,8764,6443,7753,8198,15641,16270,13573,12780,8181,11077,14223,17407,20414,15093,11700,16046,18330,14872,21407,18758,23655,34516,39995,41055
67,EIB,estimate_price_high,12745,12742,13146,9666,11629,12298,23462,24405,20359,19168,12271,16615,21335,26111,30621,22639,17550,24068,27496,22309,32111,28137,35483,51775,59993,61582
68,MSB,estimate_price_low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13584,16955,20286,25464,30866,24038,22716,22753,18934,19133
69,MSB,estimate_price_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20376,25432,30429,38195,46299,36057,34074,34130,28401,28700
70,SSI,estimate_price_low,18104,21741,17953,23942,20658,19011,26828,26220,26616,26426,21885,19917,19387,17396,17327,13326,18710,15340,21042,32594,32043,44609,51972,42106,35570,28443
71,SSI,estimate_price_high,27156,32611,26929,35913,30987,28518,40242,39329,39924,39639,32828,29875,29080,26094,25990,19989,28065,23010,31562,48892,48064,66914,77959,63159,53355,42663
72,OCB,estimate_price_low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15070,14683,20912,21745,23528,23397,21988,20214,16855,16331
73,OCB,estimate_price_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22605,22025,31368,32618,35292,35095,32981,30321,25282,24497
74,DIG,estimate_price_low,2709,6881,15204,4786,12002,9972,16906,19922,28232,17396,45537,15764,13595,13578,21973,12424,12847,12263,27994,22531,25874,27989,68493,49821,44939,28691
75,DIG,estimate_price_high,4063,10322,22805,7178,18004,14957,25359,29883,42349,26095,68306,23646,20392,20368,32959,18637,19271,18395,41992,33797,38810,41984,102740,74731,67408,43037
76,KDH,estimate_price_low,26566,21634,20953,21605,22513,30564,29834,26393,25869,28298,52944,28206,26947,28538,23348,22565,23645,23039,21954,26453,30160,31029,38244,42178,37418,33460
77,KDH,estimate_price_high,39850,32450,31428,32407,33771,45847,44750,39590,38804,42447,79417,42309,40420,42806,35022,33848,35468,34559,32931,39680,45240,46544,57367,63267,56127,50190
78,POW,estimate_price_low,0,0,0,0,0,14240,11110,10740,9997,7126,9135,13883,15224,16621,10912,7731,8967,5892,13388,9679,10736,11807,6448,11821,7959,7645
79,POW,estimate_price_high,0,0,0,0,0,21360,16664,16109,14996,10689,13702,20824,22836,24931,16367,11596,13452,8838,20083,14518,16104,17711,9672,17731,11939,11467
80,PDR,estimate_price_low,12137,10058,24708,17054,25387,32799,32021,42069,27578,24987,30509,23786,22706,25375,31425,23374,25828,37338,42078,53346,64943,79195,90698,76125,65016,58546
81,PDR,estimate_price_high,18205,15087,37063,25581,38081,49198,48030,63102,41367,37480,45764,35680,34058,38063,47137,35060,38742,56007,63117,80018,97414,118793,136047,114188,97524,87820
82,DPM,estimate_price_low,19712,18210,16609,15803,14853,16227,16334,15337,14951,15945,16968,11894,8956,8158,14261,13798,26451,17056,11923,15995,35740,48404,125636,117610,65260,51770
83,DPM,estimate_price_high,29568,27316,24913,23703,22280,24340,24501,23005,22427,23918,25452,17841,13434,12237,21391,20698,39677,25584,17884,23992,53610,72606,188453,176414,97891,77656
84,REE,estimate_price_low,15677,19885,34171,32535,32584,30896,23585,29843,35473,23644,33402,26864,26757,38629,27720,26634,25014,27834,41391,49618,48510,46999,59623,72524,75345,85818
85,REE,estimate_price_high,23516,29827,51257,48803,48877,46344,35379,44764,53210,35466,50103,40295,40135,57944,41580,39951,37522,41750,62085,74428,72765,70499,89434,108786,113018,128726
86,KBC,estimate_price_low,19872,13978,9265,13886,10975,12724,11412,12110,7480,12831,17922,10953,18892,10590,14981,11052,6760,7514,6138,79048,28749,32304,34897,32304,18128,621571
87,KBC,estimate_price_high,29808,20967,13898,20830,16463,19086,17119,18165,11219,19246,26884,16429,28337,15885,22472,16578,10140,11271,9208,118574,43124,48456,52346,48456,27192,932356
88,PNJ,estimate_price_low,102535,79750,84054,88011,93491,100664,139422,149061,140785,103197,102662,97582,82620,78625,88044,68166,49441,54334,66997,81353,91105,56047,91167,113758,119769,143371
89,PNJ,estimate_price_high,153802,119625,126081,132016,140236,150996,209133,223592,211177,154797,153994,146374,123929,117938,132066,102250,74161,81502,100496,122030,136658,84071,136750,170637,179654,215057
90,GEX,estimate_price_low,25402,24383,28734,40497,20507,20912,27713,27918,24408,33143,24366,16465,21839,15094,15055,12032,19253,16903,22892,30904,30026,30277,26519,27186,15458,11902
91,GEX,estimate_price_high,38104,36575,43100,60745,30761,31367,41569,41878,36611,49714,36548,24698,32759,22640,22582,18049,28879,25356,34338,46355,45038,45415,39778,40778,23187,17853
92,DXG,estimate_price_low,13042,13060,40499,22177,16323,27556,18027,31346,24379,27132,26309,22250,21728,18604,13317,8503,4210,4006,11705,21162,20955,9100,25548,15800,18590,20961
93,DXG,estimate_price_high,19564,19590,60748,33265,24485,41334,27040,47019,36569,40699,39462,33374,32591,27906,19975,12755,6316,6009,17557,31744,31432,13650,38321,23700,27886,31442
94,VGC,estimate_price_low,12685,15347,15100,19613,18082,19081,17736,15976,19408,14234,15874,17449,15169,16795,16098,15557,13839,17584,16722,26488,34143,32274,52071,62189,60864,44084
95,VGC,estimate_price_high,19028,23020,22651,29418,27124,28622,26604,23964,29111,21351,23810,26175,22754,25192,24147,23336,20757,26376,25082,39732,51215,48411,78107,93284,91296,66126
96,DCM,estimate_price_low,10373,8921,8565,13311,11373,11346,7551,8986,6834,11518,9410,7168,6132,4440,6170,4351,10300,9563,12510,12297,14167,27669,68735,91100,47791,36453
97,DCM,estimate_price_high,15559,13382,12847,19967,17059,17018,11325,13480,10251,17277,14115,10753,9199,6660,9255,6527,15449,14344,18765,18445,21251,41503,103102,136650,71686,54679
98,LPB,estimate_price_low,0,0,0,11360,11068,11906,12121,11302,9338,7780,7829,8072,10872,8109,7920,6819,6453,8171,10390,14042,17743,17542,19753,22645,19762,18170
99,LPB,estimate_price_high,0,0,0,17040,16602,17859,18181,16953,14007,11669,11742,12108,16308,12162,11880,10228,9680,12257,15585,21064,26614,26313,29630,33967,29642,27256
100,VHC,estimate_price_low,58409,47963,47706,42187,36604,47279,55798,50955,81469,130648,111988,100513,83085,57235,50391,34882,29962,28369,30158,31856,36495,43963,78378,102751,122687,81914
101,VHC,estimate_price_high,87613,71943,71558,63281,54906,70919,83698,76432,122204,195972,167981,150770,124627,85852,75588,52323,44943,42553,45237,47784,54742,65945,117568,154127,184030,122872
102,NLG,estimate_price_low,28954,22312,27151,20677,48046,25942,27366,25471,22239,68334,28392,32196,22066,16120,41138,20090,20414,17219,31205,42574,38724,54155,31770,25992,35555,21213
103,NLG,estimate_price_high,43432,33469,40726,31015,72068,38912,41050,38207,33359,102501,42588,48293,33099,24180,61707,30134,30622,25830,46807,63861,58086,81233,47656,38987,53333,31819
104,IDC,estimate_price_low,0,0,0,0,0,19200,0,17695,18524,16796,16676,15941,13174,22273,18609,15486,13689,12328,19849,26011,64513,46639,40021,80210,341267,90364
105,IDC,estimate_price_high,0,0,0,0,0,28800,0,26542,27786,25194,25015,23912,19761,33411,27914,23229,20533,18492,29774,39017,96769,69958,60032,120314,511900,135546
106,GMD,estimate_price_low,26318,21651,23909,30273,29916,35437,43658,314792,43070,39674,26048,10466,18219,19820,16679,16872,13388,13804,17444,27384,31528,38446,56961,58201,61142,52865
107,GMD,estimate_price_high,39477,32478,35864,45410,44874,53156,65486,472188,64605,59511,39071,15699,27327,29731,25018,25308,20082,20707,26165,41076,47293,57669,85441,87301,91712,79297
108,VCS,estimate_price_low,92329,107135,123860,134308,213707,200536,203508,197085,109704,103753,77917,67478,70837,71676,69087,59723,50207,59671,70047,78371,96501,96725,96280,88041,72354,50784
109,VCS,estimate_price_high,138494,160702,185789,201462,320560,300803,305262,295628,164556,155630,116874,101218,106254,107514,103630,89584,75311,89507,105070,117557,144751,145088,144420,132061,108530,76175
110,QNS,estimate_price_low,85093,84784,119459,91288,73528,53392,41348,44174,44372,41475,42505,34645,30497,30204,28674,23037,22314,24120,24052,30532,33745,42090,37928,38504,36944,21247
111,QNS,estimate_price_high,127640,127176,179188,136932,110292,80087,62022,66261,66558,62212,63758,51968,45746,45307,43012,34556,33470,36180,36078,45798,50618,63135,56892,57755,55415,31872
112,NVB,estimate_price_low,4845,3715,3713,3946,3906,5893,10647,7155,8063,6623,10241,8592,9238,7798,7358,7185,7142,7038,4388,36606,185816,30652,12453,14238,91424620,30392
113,NVB,estimate_price_high,7268,5572,5569,5919,5858,8840,15970,10732,12095,9934,15361,12888,13858,11697,11037,10778,10713,10557,6583,54909,278724,45979,18680,21357,137136930,45588
114,KDC,estimate_price_low,9052,55166,20665,32585,37753,16340,18179,26459,12181,28463,23622,20342,14428,12930,7988,13806,14394,69478,44602,63245,108622,51350,64362,47432,43920,38079
115,KDC,estimate_price_high,13577,82749,30998,48876,56630,24509,27268,39688,18272,42694,35433,30512,21642,19395,11982,20708,21591,104218,66903,94866,162933,77025,96543,71148,65880,57119
116,OIL,estimate_price_low,0,0,0,0,0,0,0,0,11360,11370,7774,11246,7443,6991,7701,4429,6801,6778,7069,9135,4269,6951,10406,15291,16833,2353
117,OIL,estimate_price_high,0,0,0,0,0,0,0,0,17040,17055,11661,16869,11165,10487,11551,6644,10201,10167,10604,13703,6404,10426,15608,22937,25249,3529
118,VCI,estimate_price_low,0,0,46080,49748,79739,96589,90669,97013,81071,55651,46945,31598,30379,29538,28876,21884,24442,23166,42591,52126,65590,64630,64047,57983,38454,29639
119,VCI,estimate_price_high,0,0,69120,74622,119609,144884,136003,145519,121606,83478,70417,47396,45568,44307,43314,32827,36662,34748,63887,78189,98386,96946,96071,86975,57681,44458
120,HSG,estimate_price_low,50608,54567,50189,41201,34378,22935,22916,13517,10032,6030,3758,4060,9650,20174,10087,9872,10688,19451,24595,46691,61943,44038,35175,22696,12151,6460
121,HSG,estimate_price_high,75911,81850,75284,61802,51567,34402,34375,20276,15047,9046,5638,6089,14475,30261,15131,14809,16032,29177,36892,70037,92914,66058,52763,34043,18226,9690
122,VND,estimate_price_low,11261,10341,10311,24499,15822,20403,21490,19194,20249,16927,14777,12918,11542,12917,17202,11870,15228,16837,20617,40022,54229,69484,78223,82290,41503,29841
123,VND,estimate_price_high,16892,15511,15466,36748,23733,30604,32235,28792,30374,25391,22166,19377,17313,19375,25803,17805,22841,25255,30924,60032,81344,104226,117336,123435,62255,44762
124,VPI,estimate_price_low,0,0,0,0,28640,30684,30513,32606,22707,59930,86713,36783,34769,25800,60372,34161,37283,36717,17570,28701,28999,35307,41938,54358,88935,53779
125,VPI,estimate_price_high,0,0,0,0,42960,46025,45770,48908,34060,89894,130070,55174,52154,38700,90558,51242,55924,55076,26354,43051,43499,52961,62907,81536,133403,80669
126,VCG,estimate_price_low,9801,14299,14939,14749,15615,20018,77233,20158,17693,14062,7356,19021,24007,23740,20600,19544,28857,85824,39179,47922,24879,15525,25004,75048,26534,26018
127,VCG,estimate_price_high,14702,21448,22409,22123,23422,30028,115850,30237,26541,21093,11033,28532,36010,35610,30899,29315,43286,128736,58768,71883,37320,23287,37506,112572,39800,39027
128,FRT,estimate_price_low,0,0,0,0,0,120000,134162,76330,59063,72845,64081,56494,52220,41708,20876,19967,9295,7115,19898,10705,104996,56851,610050,128310,98555,80866
129,FRT,estimate_price_high,0,0,0,0,0,180000,201243,114495,88595,109267,96121,84741,78331,62562,31315,29950,13943,10673,29847,16058,157495,85277,915075,192465,147832,121299
130,DGW,estimate_price_low,16980,16623,14143,11515,16186,15829,20672,21059,20991,22924,23045,22082,22867,24239,25370,27054,27819,41305,55969,95809,117209,123031,225219,154173,128556,88898
131,DGW,estimate_price_high,25470,24935,21215,17273,24279,23743,31007,31588,31486,34387,34568,33123,34300,36359,38055,40581,41729,61958,83954,143714,175813,184546,337829,231260,192833,133347
132,ITA,estimate_price_low,2364,1694,4401,3058,3197,2669,2216,1232,5373,9290,2506,2961,5848,2718,1404,2316,1094,6016,8701,7181,4195,4778,16484,8236,15728,4643
