,nam,bien_loi_nhuan_rong,bvps,chi_phi_huy_dong_von,cir,cof,du_no_cho_vay_tren_tien_gui,du_no_cho_vay_tren_tts_co,du_phong_rui_ro_tin_dung_tren_thu_nhap_hoat_dong,eps,ldr,loi_nhuan_sau_thue_tren_thu_nhap_hoat_dong,nim,ocfps,phat_hanh_giay_to_co_gia_tren_tts,roaa,roea,tai_san_sinh_lai_tren_tong_tai_san_co,tang_truong_chi_phi_hdkd,tang_truong_du_no_cho_vay,tang_truong_du_phong_rui_ro_tin_dung,tang_truong_hdkd_truoc_chi_phi_du_phong_rui_ro,tang_truong_huy_dong_von_khach_hang,tang_truong_lnst,tang_truong_lntt,tang_truong_thu_nhap_lai_thuan,tang_truong_thu_phi_dich_vu_thuan,tang_truong_tong_tai_san,tang_truong_von_chu_so_huu,tang_truong_von_dieu_le,tien_gui_khach_hang_tren_tts,tong_von_huy_dong_tren_tts,vcsh_tren_tong_von_huy_dong,vcsh_tren_tts_co,yoea,beta,foreignOwnership,freeFloat,freeShares,insiderOwnership,institutionOwnership,sharesOutstanding,bat_dong_san_dau_tu,cac_khoan_no_nhnn,cac_khoan_phai_thu,cac_khoan_phai_tra,chi_phi_du_phong_rui_ro,chi_phi_hoat_dong,chi_phi_hoat_dong_dich_vu,chi_phi_lai,cho_vay_khach_hang,cho_vay_khach_hang_truoc_du_phong_rui_ro,cho_vay_tctd_khac,chung_khoan_dau_tu,chung_khoan_dau_tu_giu_den_ngay_dao_han,chung_khoan_dau_tu_san_sang_de_ban,chung_khoan_dau_tu_truoc_du_phong_rui_ro,chung_khoan_kinh_doanh,cong_cu_tai_chinh_phai_sinh,cong_cu_tai_chinh_phai_sinh_va_no_tai_chinh,du_no_cho_vay,du_no_cho_vay_khach_hang,du_phong_giam_gia_chung_khoan_dau_tu,du_phong_rui_ro_cho_vay_cac_tctd_khac,du_phong_rui_ro_cho_vay_khach_hang,du_phong_rui_ro_cho_vay_tctd_khac,gop_von_dau_tu_dai_han,lai_lo_hoat_dong_dich_vu,lai_lo_kinh_doanh_ngoai_hoi,lai_lo_mua_ban_ck_dau_tu,lai_lo_mua_ban_ck_kinh_doanh,lai_thuan_hoat_dong_khac,loi_nhuan_hoat_dong_tai_chinh,loi_nhuan_sau_thue,loi_nhuan_truoc_thue,loi_nhuan_tu_hdkd_truoc_du_phong_rui_ro,nguon_huy_dong_co_tinh_lai,phat_hanh_giay_to_co_gia,tai_san_co_dinh,tai_san_co_dinh_huu_hinh,tai_san_co_dinh_vo_hinh,tai_san_co_khac,tai_san_sinh_lai,thu_nhap_hoat_dong,thu_nhap_khac,thu_nhap_lai_thuan,thu_nhap_tu_gop_von_mua_co_phan,thu_nhap_tu_hoat_dong_dich_vu,thu_nhap_tu_lai,thu_nhap_tu_lai_va_hoat_dong_dich_vu,thue_thu_nhap_doanh_nghiep,tien_gui_khach_hang,tien_gui_tai_nhnn,tien_gui_va_vay_tctd_khac,tien_mat_vang_bac_da_quy,tien_va_tuong_duong_tien,tien_vang_gui_cho_vay_tai_tctd_khac,tien_vang_gui_cho_vay_tai_tctd_khac_truoc_rui_ro,tien_vang_gui_tai_tctd_khac,tong_doanh_thu,tong_no,tong_no_va_vcsh,tong_tai_san,tong_von_huy_dong,vay_tctd_khac,von_chu_so_huu,von_dieu_le,von_tai_tro_uy_thac_dau_tu_ngan_hang_chiu_rui_ro,luu_chuyen_tien_thuan_tu_hoat_dong_kinh_doanh,gia_tri_so_sach,ticker,year
620,2013.0,,3864.42,,,,,,,934.17,,,,-1241.57,,,,,,,,,,,,,,,,,,,,,,1.92,0.16268554,0.64831863,464865270.0,0.18897555,2.028e-05,598054986.0,,,,,,,,165533669795.0,,,,,,,,,,,,,,,,,,,,,,,,558682449234.0,674625309446.0,,,,,2200394984707.0,235956295256.0,,,,,,,,,,115942860213.0,,,,,74736865820.0,,,,,5421349570322.0,,7732484728639.0,,,2311135158317.0,,,-742527359362.0,2075178863061.0,HSG,2013
621,2014.0,,4183.44,,,,,,,723.57,,,,-168.66,,,,,,,,,,,,,,,,,,,,,,1.92,0.16268554,0.64831863,464865270.0,0.18897555,2.028e-05,598054986.0,,,,,,,,181741622281.0,,,,,,,,,,,,,,,,,,,,,,,,432736950976.0,545663526487.0,,,,,3192381187927.0,290205491783.0,,,,,,,,,,112926575512.0,,,,,104332904851.0,,,,,6741053373930.0,,9242980148586.0,,,2501926774656.0,,,-100869549677.0,2211721282873.0,HSG,2014
622,2015.0,,5373.89,,,,,,,1195.55,,,,4224.38,,,,,,,,,,,,,,,,,,,,,,1.92,0.16268554,0.64831863,464865270.0,0.18897555,2.028e-05,598054986.0,,,,,,,,232873188333.0,,,,,,,,,,,,,,,,,,,,,,,,715006370659.0,928997728482.0,,,,,3312940760672.0,295201964332.0,,,,,,,,,,213991357824.0,,,,,230495507759.0,,,,,5592583048489.0,,8806463123293.0,,,3213880074804.0,,,2526409723797.0,2918678110472.0,HSG,2015
623,2016.0,,7688.42,,,,,,,2937.84,,,,-1865.78,,,,,,,,,,,,,,,,,,,,,,1.92,0.16268554,0.64831863,464865270.0,0.18897555,2.028e-05,598054986.0,,,,,,,,219622052719.0,,,,,,,,,,,,,,,,,,,,,,,,1756989760724.0,2161644381483.0,,,,,3977998985750.0,400208171007.0,,,,,,,,,,404653080550.0,,,,,227856420335.0,,,,,9358761496776.0,,13956856598676.0,,,4598095101900.0,,,-1115837035797.0,4197886930893.0,HSG,2016
624,2017.0,,9196.59,,,,,,,2048.41,,,,-8235.47,,,,,,,,,,,,,,,,,,,,,,1.92,0.16268554,0.64831863,464865270.0,0.18897555,2.028e-05,598054986.0,,,,,,,,588644628333.0,,,,,,,,,,,,,,,,,,,,,,,,1225060499799.0,1529362003425.0,,,,,6801190115939.0,313521616792.0,,,,,,,,,,304333187808.0,,,,,503169694307.0,,,,,18608026182154.0,,24108093488721.0,,,5500067306567.0,,,-4925264619837.0,5186545689775.0,HSG,2017
625,2018.0,,8665.07,,,,,,,229.87,,,,11917.45,,,,,,,,,,,,,,,,,,,,,,1.92,0.16268554,0.64831863,464865270.0,0.18897555,2.028e-05,598054986.0,,,,,,,,827622811056.0,,,,,,,,,,,,,,,,,,,,,,,,137472815115.0,232794680701.0,,,,,7664901156782.0,252078706643.0,,,,,,,,,,95380312451.0,,,,,423725062879.0,,,,,14651981013272.0,,19834171906493.0,,,5182190893221.0,,,7127288334024.0,4930112186578.0,HSG,2018
626,2019.0,,9435.43,,,,,,,805.59,,,,5430.35,,,,,,,,,,,,,,,,,,,,,,1.92,0.16268554,0.64831863,464865270.0,0.18897555,2.028e-05,598054986.0,,,,,,,,716896161663.0,,,,,,,,,,,,,,,,,,,,,,,,481789563108.0,578315524831.0,,,,,7926017317573.0,225768006842.0,,,,,,,,,,96501918492.0,,,,,431715664615.0,,,,,11082191190844.0,,16725095518486.0,,,5642904327642.0,,,3247649361742.0,5417136320800.0,HSG,2019
627,2020.0,,11846.03,,,,,,,2582.11,,,,3879.68,,,,,,,,,,,,,,,,,,,,,,1.92,0.16268554,0.64831863,464865270.0,0.18897555,2.028e-05,598054986.0,,,,,,,,493955039328.0,,,,,,,,,,,,,,,,,,,,,,,,1544245046544.0,1847612699101.0,,,,,7054557411256.0,217141841353.0,,,,,,,,,,303687897591.0,,,,,490523725248.0,,,,,10266256860317.0,,17350835612807.0,,,7084578752490.0,,,2320259169134.0,6867436911137.0,HSG,2020
628,2021.0,,18876.3,,,,,,,7323.43,,,,3742.71,,,,,,,,,,,,,,,,,,,,,,1.92,0.16268554,0.64831863,464865270.0,0.18897555,2.028e-05,598054986.0,,,,,,,,338635519771.0,,,,,,,,,,,,,,,,,,,,,,,,4379811389592.0,4973609842418.0,,,,,6191988254553.0,215587813651.0,,,,,,,,,,593808386134.0,,,,,1018387535166.0,,,,,11643197241720.0,,22932260319760.0,,,11289063078040.0,,,2238344798121.0,11073475264389.0,HSG,2021
629,2022.0,,17005.9,,,,,,,-1784.5,,,,5346.15,,,,,,,,,,,,,,,,,,,,,,1.92,0.16268554,0.64831863,464865270.0,0.18897555,2.028e-05,598054986.0,,,,,,,,232673943672.0,,,,,,,,,,,,,,,,,,,,,,,,-1067226339165.0,-1036168435300.0,,,,,5515595166719.0,200562953554.0,,,,,,,,,,31068196840.0,,,,,647453493087.0,,,,,5793274330371.0,,15963736750740.0,,,10170462420369.0,,,3197292081593.0,9969899466815.0,HSG,2022
630,2013.0,,0.0,,,,,,,102.17,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.98,0.24424208,0.4372972699999999,858890209.0,0.03010331,0.28835734,1217821331.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,124427027907.0,133005146975.0,,,,,1.0,1.0,,,,,,,,,,8578119069.0,,,,,1.0,,,,,0.0,,1.0,,,1.0,,,0.0,0.0,VND,2013
631,2014.0,,1507.03,,,,,,,129.2,,,,106.08,,,,,,,,,,,,,,,,,,,,,,1.98,0.24424208,0.4372972699999999,858890209.0,0.03010331,0.28835734,1217821331.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,157347444307.0,192373874269.0,,,,,45634641196.0,25001241870.0,,,,,,,,,,35026429963.0,,,,,1681754824348.0,,,,,1106419458078.0,,2941708828681.0,,,1835289370603.0,,,129183934351.0,1810288128733.0,VND,2014
632,2015.0,,1589.26,,,,,,,149.26,,,,-439.66,,,,,,,,,,,,,,,,,,,,,,1.98,0.24424208,0.4372972699999999,858890209.0,0.03010331,0.28835734,1217821331.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,181777070382.0,227051832271.0,,,,,44699601458.0,26610487822.0,,,,,,,,,,45274761890.0,,,,,2646519597469.0,,,,,3822212587611.0,,5757644150851.0,,,1935431563240.0,,,-535429862475.0,1908821075418.0,VND,2015
633,2016.0,,1599.79,,,,,,,152.97,,,,-1744.68,,,,,,,,,,,,,,,,,,,,,,1.98,0.24424208,0.4372972699999999,858890209.0,0.03010331,0.28835734,1217821331.0,,,,,,,,119137279541.0,,,,,,,,,,,,,,,,,,,,,,,,186287528622.0,227169637353.0,,,,,40858984055.0,23313277537.0,,,,,,,,,,40882108732.0,,,,,256958791275.0,,,,,3225829341616.0,,5174092842860.0,,,1948263501244.0,,,-2124709654329.0,1924950223707.0,VND,2016
634,2017.0,,2058.44,,,,,,,387.66,,,,-1609.72,,,,,,,,,,,,,,,,,,,,,,1.98,0.24424208,0.4372972699999999,858890209.0,0.03010331,0.28835734,1217821331.0,,,,,,,,191174998664.0,,,,,,,,,,,,,,,,,,,,,,,,472106549388.0,571474259999.0,,,,,34002092099.0,25104332505.0,,,,,,,,,,99367710612.0,,,,,342470238294.0,,,,,5544573884520.0,,8051385232264.0,,,2506811347744.0,,,-1960345634460.0,2481707015239.0,VND,2017
635,2018.0,,2449.4,,,,,,,306.4,,,,-1750.21,,,,,,,,,,,,,,,,,,,,,,1.98,0.24424208,0.4372972699999999,858890209.0,0.03010331,0.28835734,1217821331.0,,,,,,,,286523253544.0,,,,,,,,,,,,,,,,,,,,,,,,373136301273.0,437999039036.0,,,,,54009140205.0,18903406774.0,,,,,,,,,,64862737764.0,,,,,915397756736.0,,,,,7551711467349.0,,10534641320003.0,,,2982929852654.0,,,-2131442043097.0,2964026445880.0,VND,2018
636,2019.0,,2667.48,,,,,,,314.22,,,,-494.13,,,,,,,,,,,,,,,,,,,,,,1.98,0.24424208,0.4372972699999999,858890209.0,0.03010331,0.28835734,1217821331.0,,,,,,,,436245477653.0,,,,,,,,,,,,,,,,,,,,,,,,382658545381.0,479550976580.0,,,,,41921375952.0,14577823571.0,,,,,,,,,,96892431200.0,,,,,613548205347.0,,,,,8328523064489.0,,11577034328012.0,,,3248511263523.0,,,-601767847560.0,3233933439952.0,VND,2019
637,2020.0,,3136.13,,,,,,,568.86,,,,-1736.34,,,,,,,,,,,,,,,,,,,,,,1.98,0.24424208,0.4372972699999999,858890209.0,0.03010331,0.28835734,1217821331.0,,,,,,,,368827899541.0,,,,,,,,,,,,,,,,,,,,,,,,692766880416.0,862064826328.0,,,,,34270071771.0,9993686974.0,,,,,,,,,,169297945913.0,,,,,973526887675.0,,,,,11156839754591.0,,14976084312102.0,,,3819244557511.0,,,-2114554502552.0,3809250870537.0,VND,2020
638,2021.0,,8065.62,,,,,,,1956.71,,,,-10969.99,,,,,,,,,,,,,,,,,,,,,,1.98,0.24424208,0.4372972699999999,858890209.0,0.03010331,0.28835734,1217821331.0,,,,,,,,413711647502.0,,,,,,,,,,,,,,,,,,,,,,,,2382923585190.0,2980220642292.0,,,,,29807357279.0,26845618238.0,,,,,,,,,,597297057103.0,,,,,2701561356637.0,,,,,27272291634249.0,,37094774473896.0,,,9822482839647.0,,,-13359484757462.0,9795637221409.0,VND,2021
639,2022.0,,11918.55,,,,,,,1002.02,,,,-2515.26,,,,,,,,,,,,,,,,,,,,,,1.98,0.24424208,0.4372972699999999,858890209.0,0.03010331,0.28835734,1217821331.0,,,,,,,,958802609294.0,,,,,,,,,,,,,,,,,,,,,,,,1220279791294.0,1535277183874.0,,,,,50562587742.0,27146809509.0,,,,,,,,,,314997392581.0,,,,,2556722528721.0,,,,,24355935574377.0,,38870604503107.0,,,14514668928730.0,,,-3063136734024.0,14487522119221.0,VND,2022
640,2015.0,,1421.09,,,,,,,-14.48,,,,-2292.76,,,,,,,,,,,,,,,,,,,,,,0.2,0.02354076,0.41895834,107084612.0,0.32312553,0.23437537,241999617.0,,,,,,,,9200997087.0,,,,,,,,,,,,,,,,,,,,,,,,-3504633925.0,-3017932869.0,,,,,5703089741.0,1.0,,,,,,,,,,841311147.0,,,,,19027821562.0,,,,,1766580574779.0,,2110483402579.0,,,343902827800.0,,,-554847643976.0,343902827799.0,VPI,2015
641,2016.0,,1502.09,,,,,,,73.95,,,,-951.99,,,,,,,,,,,,,,,,,,,,,,0.2,0.02354076,0.41895834,107084612.0,0.32312553,0.23437537,241999617.0,,,,,,,,19261213690.0,,,,,,,,,,,,,,,,,,,,,,,,17895888045.0,29174246108.0,,,,,13074471332.0,1.0,,,,,,,,,,7222700654.0,,,,,106384700677.0,,,,,2330006226027.0,,2693511292484.0,,,363505066457.0,,,-230382064563.0,363505066456.0,VPI,2016
642,2017.0,,8416.56,,,,,,,1742.64,,,,-1710.29,,,,,,,,,,,,,,,,,,,,,,0.2,0.02354076,0.41895834,107084612.0,0.32312553,0.23437537,241999617.0,,,,,,,,26597116293.0,,,,,,,,,,,,,,,,,,,,,,,,421717864463.0,522769197798.0,,,,,8728313319.0,1.0,,,,,,,,,,103888652421.0,,,,,325678832910.0,,,,,1700670406260.0,,3737474894844.0,,,2036804488584.0,,,-413890640377.0,2036804488583.0,VPI,2017
643,2018.0,,10155.26,,,,,,,1742.34,,,,-2813.76,,,,,,,,,,,,,,,,,,,,,,0.2,0.02354076,0.41895834,107084612.0,0.32312553,0.23437537,241999617.0,,,,,,,,35655683033.0,,,,,,,,,,,,,,,,,,,,,,,,421646125413.0,550627753856.0,,,,,9309674602.0,1.0,,,,,,,,,,115307292374.0,,,,,95356703553.0,,,,,4264795051302.0,,6722363880592.0,,,2457568829290.0,,,-680929243529.0,2457568829289.0,VPI,2018
644,2019.0,,11120.55,,,,,,,2092.33,,,,-3144.18,,,,,,,,,,,,,,,,,,,,,,0.2,0.02354076,0.41895834,107084612.0,0.32312553,0.23437537,241999617.0,,,,,,,,144653328082.0,,,,,,,,,,,,,,,,,,,,,,,,506343401395.0,650053308950.0,,,,,611016581002.0,5415743941.0,,,,,,,,,,139167905779.0,,,,,650500398618.0,,,,,6281177275026.0,,8972345105646.0,,,2691167830620.0,,,-760889155290.0,2685752086679.0,VPI,2019
645,2020.0,,12224.09,,,,,,,1243.48,,,,7065.16,,,,,,,,,,,,,,,,,,,,,,0.2,0.02354076,0.41895834,107084612.0,0.32312553,0.23437537,241999617.0,,,,,,,,204671567243.0,,,,,,,,,,,,,,,,,,,,,,,,300922029671.0,387040153073.0,,,,,587477023132.0,4821346790.0,,,,,,,,,,80236370741.0,,,,,1030551891906.0,,,,,6745309358118.0,,9703533833766.0,,,2958224475648.0,,,1709766124421.0,2953403128858.0,VPI,2020
646,2021.0,,14026.65,,,,,,,1438.56,,,,2228.45,,,,,,,,,,,,,,,,,,,,,,0.2,0.02354076,0.41895834,107084612.0,0.32312553,0.23437537,241999617.0,,,,,,,,103911543418.0,,,,,,,,,,,,,,,,,,,,,,,,348132041357.0,392257037553.0,,,,,575079682850.0,6037299638.0,,,,,,,,,,48107073665.0,,,,,1122725842400.0,,,,,6441039128685.0,,9835483700669.0,,,3394444571984.0,,,539284086003.0,3388407272346.0,VPI,2021
647,2022.0,,15527.5,,,,,,,2028.43,,,,3125.75,,,,,,,,,,,,,,,,,,,,,,0.2,0.02354076,0.41895834,107084612.0,0.32312553,0.23437537,241999617.0,,,,,,,,186772387638.0,,,,,,,,,,,,,,,,,,,,,,,,490879197052.0,661197867609.0,,,,,570803839025.0,5460124168.0,,,,,,,,,,169906031588.0,,,,,498743872739.0,,,,,7215898824905.0,,10973547765024.0,,,3757648940119.0,,,756429969207.0,3752188815951.0,VPI,2022
648,2013.0,,14145.94,,,,,,,1031.76,,,,593.11,,,,,,,,,,,,,,,,,,,,,,1.81,0.06361679,0.33402343,193187380.0,9.882e-05,0.60226096,485879878.0,,,,,,,,663439192860.0,,,,,,,,,,,,,,,,,,,,,,,,501310576228.0,713013411886.0,,,,,2009702673912.0,50353516196.0,,,,,,,,,,190092330140.0,,,,,1110600948439.0,,,,,16079923248472.0,,22953150462410.0,,,6873227213938.0,,,288177964890.0,6822873697742.0,VCG,2013
649,2014.0,,14446.04,,,,,,,628.75,,,,3049.26,,,,,,,,,,,,,,,,,,,,,,1.81,0.06361679,0.33402343,193187380.0,9.882e-05,0.60226096,485879878.0,,,,,,,,275832731053.0,,,,,,,,,,,,,,,,,,,,,,,,305494576113.0,420137185530.0,,,,,1647070583338.0,48455532326.0,,,,,,,,,,51394144274.0,,,,,1478605215384.0,,,,,15802799468771.0,,22821842031625.0,,,7019042562854.0,,,1481571650956.0,6970587030528.0,VCG,2014
650,2015.0,,14556.78,,,,,,,803.85,,,,2017.2,,,,,,,,,,,,,,,,,,,,,,1.81,0.06361679,0.33402343,193187380.0,9.882e-05,0.60226096,485879878.0,,,,,,,,338254415510.0,,,,,,,,,,,,,,,,,,,,,,,,390574348295.0,602968419550.0,,,,,3346371087708.0,55838628310.0,,,,,,,,,,79340743780.0,,,,,1512565657624.0,,,,,13656856651551.0,,20729700777898.0,,,7072844126347.0,,,980115712330.0,7017005498037.0,VCG,2015
651,2016.0,,15009.98,,,,,,,995.22,,,,1642.84,,,,,,,,,,,,,,,,,,,,,,1.81,0.06361679,0.33402343,193187380.0,9.882e-05,0.60226096,485879878.0,,,,,,,,282360078216.0,,,,,,,,,,,,,,,,,,,,,,,,483557362973.0,802900909306.0,,,,,3246989498523.0,120195685811.0,,,,,,,,,,115783680889.0,,,,,1602958690678.0,,,,,15507792903252.0,,22800839440778.0,,,7293046537526.0,,,798224901505.0,7172850851715.0,VCG,2016
652,2017.0,,15952.95,,,,,,,2760.73,,,,818.58,,,,,,,,,,,,,,,,,,,,,,1.81,0.06361679,0.33402343,193187380.0,9.882e-05,0.60226096,485879878.0,,,,,,,,285076948139.0,,,,,,,,,,,,,,,,,,,,,,,,1341382409252.0,1951489538451.0,,,,,2639189380262.0,111194218861.0,,,,,,,,,,322351150636.0,,,,,2248782287814.0,,,,,13878005606003.0,,21629224399294.0,,,7751218793291.0,,,397729139304.0,7640024574430.0,VCG,2017
653,2018.0,,16243.24,,,,,,,1013.54,,,,-103.08,,,,,,,,,,,,,,,,,,,,,,1.81,0.06361679,0.33402343,193187380.0,9.882e-05,0.60226096,485879878.0,,,,,,,,273501507240.0,,,,,,,,,,,,,,,,,,,,,,,,492457529620.0,795046936468.0,,,,,2608139574178.0,31205433295.0,,,,,,,,,,156062733267.0,,,,,1353547190841.0,,,,,12192925636537.0,,20085186895488.0,,,7892261258951.0,,,-50082444055.0,7861055825656.0,VCG,2018
654,2019.0,,15704.31,,,,,,,1406.89,,,,-3073.11,,,,,,,,,,,,,,,,,,,,,,1.81,0.06361679,0.33402343,193187380.0,9.882e-05,0.60226096,485879878.0,,,,,,,,267452710134.0,,,,,,,,,,,,,,,,,,,,,,,,683579961242.0,965263681847.0,,,,,2401447796375.0,10334482853.0,,,,,,,,,,178632706123.0,,,,,1342790535648.0,,,,,11687964471385.0,,19318370537564.0,,,7630406066179.0,,,-1493163113098.0,7620071583326.0,VCG,2019
655,2020.0,,14515.05,,,,,,,3302.61,,,,-51.89,,,,,,,,,,,,,,,,,,,,,,1.81,0.06361679,0.33402343,193187380.0,9.882e-05,0.60226096,485879878.0,,,,,,,,255357380679.0,,,,,,,,,,,,,,,,,,,,,,,,1604670152097.0,2126798686282.0,,,,,2549975660017.0,8125113159.0,,,,,,,,,,436483025143.0,,,,,1995309859377.0,,,,,12557408785536.0,,19609980551084.0,,,7052571765548.0,,,-25211000199.0,7044446652389.0,VCG,2020
656,2021.0,,15490.99,,,,,,,811.49,,,,811.75,,,,,,,,,,,,,,,,,,,,,,1.81,0.06361679,0.33402343,193187380.0,9.882e-05,0.60226096,485879878.0,,,,,,,,505568705521.0,,,,,,,,,,,,,,,,,,,,,,,,394288913856.0,718945687966.0,,,,,2525347471728.0,5263551437.0,,,,,,,,,,199020007743.0,,,,,2812003409683.0,,,,,23442653627170.0,,30969415584426.0,,,7526761957256.0,,,394412392280.0,7521498405819.0,VCG,2021
657,2022.0,,20434.99,,,,,,,1807.17,,,,-3368.84,,,,,,,,,,,,,,,,,,,,,,1.81,0.06361679,0.33402343,193187380.0,9.882e-05,0.60226096,485879878.0,,,,,,,,752687856995.0,,,,,,,,,,,,,,,,,,,,,,,,878068073294.0,1131842534307.0,,,,,2532941685054.0,4745437384.0,,,,,,,,,,82671684870.0,,,,,1749102692671.0,,,,,22356318070929.0,,32285266341309.0,,,9928948270380.0,,,-1636850220825.0,9924202832996.0,VCG,2022
658,2016.0,,4348.94,,,,,,,1751.51,,,,2032.79,,,,,,,,,,,,,,,,,,,,,,1.39,0.28948688,0.1281880199999999,42748755.0,0.00969803,0.57262707,118472535.0,,,,,,,,73839012810.0,,,,,,,,,,,,,,,,,,,,,,,,207506196087.0,259382745108.0,,,,,561277662.0,1135286242.0,,,,,,,,,,51876549022.0,,,,,1457507013400.0,,,,,4195169488141.0,,4710399592171.0,,,515230104030.0,,,240830266942.0,514094817788.0,FRT,2016
659,2017.0,,6722.69,,,,,,,2446.79,,,,1509.71,,,,,,,,,,,,,,,,,,,,,,1.39,0.28948688,0.1281880199999999,42748755.0,0.00969803,0.57262707,118472535.0,,,,,,,,78950962896.0,,,,,,,,,,,,,,,,,,,,,,,,289877772057.0,363073914587.0,,,,,5487896115.0,40842947162.0,,,,,,,,,,73196142531.0,,,,,638076095695.0,,,,,3074773904828.0,,3871228277525.0,,,796454372697.0,,,178859245793.0,755611425535.0,FRT,2017
660,2018.0,,9780.89,,,,,,,2935.39,,,,-11705.13,,,,,,,,,,,,,,,,,,,,,,1.39,0.28948688,0.1281880199999999,42748755.0,0.00969803,0.57262707,118472535.0,,,,,,,,95670507864.0,,,,,,,,,,,,,,,,,,,,,,,,347763358839.0,434775198368.0,,,,,5154076519.0,40437741830.0,,,,,,,,,,87028076359.0,,,,,948378394827.0,,,,,4008902282342.0,,5167669414966.0,,,1158767132624.0,,,-1386736216261.0,1118329390794.0,FRT,2018
661,2019.0,,10798.82,,,,,,,1798.02,,,,-913.27,,,,,,,,,,,,,,,,,,,,,,1.39,0.28948688,0.1281880199999999,42748755.0,0.00969803,0.57262707,118472535.0,,,,,,,,135183263353.0,,,,,,,,,,,,,,,,,,,,,,,,213015479164.0,278002659253.0,,,,,6614568304.0,41956390278.0,,,,,,,,,,74155167498.0,,,,,869649553586.0,,,,,5314409715145.0,,6593773034423.0,,,1279363319278.0,,,-108196906152.0,1237406929000.0,FRT,2019
662,2020.0,,10341.05,,,,,,,208.64,,,,12815.91,,,,,,,,,,,,,,,,,,,,,,1.39,0.28948688,0.1281880199999999,42748755.0,0.00969803,0.57262707,118472535.0,,,,,,,,113682404791.0,,,,,,,,,,,,,,,,,,,,,,,,24718596247.0,28427378491.0,,,,,8708246795.0,41919623530.0,,,,,,,,,,18210647965.0,,,,,701504239399.0,,,,,4162447981264.0,,5387577886029.0,,,1225129904765.0,,,1518332897425.0,1183210281235.0,FRT,2020
663,2021.0,,14174.38,,,,,,,3745.44,,,,-12444.68,,,,,,,,,,,,,,,,,,,,,,1.39,0.28948688,0.1281880199999999,42748755.0,0.00969803,0.57262707,118472535.0,,,,,,,,132229176762.0,,,,,,,,,,,,,,,,,,,,,,,,443732167620.0,554140265578.0,,,,,16347092176.0,155606296830.0,,,,,,,,,,110241919150.0,,,,,1105209549883.0,,,,,9106794490746.0,,10786068729508.0,,,1679274238762.0,,,-1474352742613.0,1523667941932.0,FRT,2021
664,2022.0,,17297.98,,,,,,,3294.95,,,,-16313.86,,,,,,,,,,,,,,,,,,,,,,1.39,0.28948688,0.1281880199999999,42748755.0,0.00969803,0.57262707,118472535.0,,,,,,,,231527904810.0,,,,,,,,,,,,,,,,,,,,,,,,390360854579.0,485623413972.0,,,,,83422395046.0,172141510034.0,,,,,,,,,,87549216562.0,,,,,745556075006.0,,,,,8414979168145.0,,10464314708315.0,,,2049335540170.0,,,-1932743946525.0,1877194030136.0,FRT,2022
665,2013.0,,1496.63,,,,,,,307.67,,,,140.13,,,,,,,,,,,,,,,,,,,,,,1.67,0.24554292,0.29687622,100784662.0,0.00034826,0.4572326,167075474.0,,,,,,,,34202162866.0,,,,,,,,,,,,,,,,,,,,,,,,51403317119.0,69034455379.0,,,,,22599539821.0,57497031917.0,,,,,,,,,,17631138261.0,,,,,151491929806.0,,,,,726493905171.0,,976544122340.0,,,250050217169.0,,,23412338788.0,192553185252.0,DGW,2013
666,2014.0,,2003.64,,,,,,,765.76,,,,-1120.06,,,,,,,,,,,,,,,,,,,,,,1.67,0.24554292,0.29687622,100784662.0,0.00034826,0.4572326,167075474.0,,,,,,,,25117089463.0,,,,,,,,,,,,,,,,,,,,,,,,127939899319.0,167932996465.0,,,,,26028463430.0,57345944753.0,,,,,,,,,,39993097147.0,,,,,68267019974.0,,,,,957962429143.0,,1292721545630.0,,,334759116487.0,,,-187134198370.0,277413171734.0,DGW,2014
667,2015.0,,3642.33,,,,,,,619.91,,,,-172.69,,,,,,,,,,,,,,,,,,,,,,1.67,0.24554292,0.29687622,100784662.0,0.00034826,0.4572326,167075474.0,,,,,,,,23133793053.0,,,,,,,,,,,,,,,,,,,,,,,,103570937438.0,133355202310.0,,,,,24258940593.0,57035934891.0,,,,,,,,,,29784264873.0,,,,,31668848075.0,,,,,646964119066.0,,1255508372990.0,,,608544253924.0,,,-28852674834.0,551508319033.0,DGW,2015
668,2016.0,,3768.23,,,,,,,399.38,,,,992.39,,,,,,,,,,,,,,,,,,,,,,1.67,0.24554292,0.29687622,100784662.0,0.00034826,0.4572326,167075474.0,,,,,,,,22795497882.0,,,,,,,,,,,,,,,,,,,,,,,,66727109231.0,84283188020.0,,,,,27942658328.0,56843306594.0,,,,,,,,,,17556078790.0,,,,,32823139330.0,,,,,676633327069.0,,1306211900223.0,,,629578573154.0,,,165803901672.0,572735266560.0,DGW,2016
