,nam,quy,bien_loi_nhuan_rong,bvps,chi_phi_huy_dong_von,cir,cof,du_no_cho_vay_tren_tien_gui,du_no_cho_vay_tren_tts_co,du_phong_rui_ro_tin_dung_tren_thu_nhap_hoat_dong,eps,ldr,loi_nhuan_sau_thue_tren_thu_nhap_hoat_dong,nim,ocfps,phat_hanh_giay_to_co_gia_tren_tts,roaa,roea,tai_san_sinh_lai_tren_tong_tai_san_co,tang_truong_chi_phi_hdkd,tang_truong_du_no_cho_vay,tang_truong_du_phong_rui_ro_tin_dung,tang_truong_hdkd_truoc_chi_phi_du_phong_rui_ro,tang_truong_huy_dong_von_khach_hang,tang_truong_lnst,tang_truong_lntt,tang_truong_thu_nhap_lai_thuan,tang_truong_thu_phi_dich_vu_thuan,tang_truong_tong_tai_san,tang_truong_von_chu_so_huu,tang_truong_von_dieu_le,tien_gui_khach_hang_tren_tts,tong_von_huy_dong_tren_tts,vcsh_tren_tong_von_huy_dong,vcsh_tren_tts_co,yoea,beta,foreignOwnership,freeFloat,freeShares,insiderOwnership,institutionOwnership,sharesOutstanding,bat_dong_san_dau_tu,cac_khoan_no_nhnn,cac_khoan_phai_thu,cac_khoan_phai_tra,chi_phi_du_phong_rui_ro,chi_phi_hoat_dong,chi_phi_hoat_dong_dich_vu,chi_phi_lai,cho_vay_khach_hang,cho_vay_khach_hang_truoc_du_phong_rui_ro,cho_vay_tctd_khac,chung_khoan_dau_tu,chung_khoan_dau_tu_giu_den_ngay_dao_han,chung_khoan_dau_tu_san_sang_de_ban,chung_khoan_dau_tu_truoc_du_phong_rui_ro,chung_khoan_kinh_doanh,cong_cu_tai_chinh_phai_sinh,cong_cu_tai_chinh_phai_sinh_va_no_tai_chinh,du_no_cho_vay,du_no_cho_vay_khach_hang,du_phong_giam_gia_chung_khoan_dau_tu,du_phong_rui_ro_cho_vay_cac_tctd_khac,du_phong_rui_ro_cho_vay_khach_hang,du_phong_rui_ro_cho_vay_tctd_khac,gop_von_dau_tu_dai_han,lai_lo_hoat_dong_dich_vu,lai_lo_kinh_doanh_ngoai_hoi,lai_lo_mua_ban_ck_dau_tu,lai_lo_mua_ban_ck_kinh_doanh,lai_thuan_hoat_dong_khac,loi_nhuan_hoat_dong_tai_chinh,loi_nhuan_sau_thue,loi_nhuan_truoc_thue,loi_nhuan_tu_hdkd_truoc_du_phong_rui_ro,luu_chuyen_tien_thuan_tu_hoat_dong_kinh_doanh,nguon_huy_dong_co_tinh_lai,phat_hanh_giay_to_co_gia,tai_san_co_dinh,tai_san_co_dinh_huu_hinh,tai_san_co_dinh_vo_hinh,tai_san_co_khac,tai_san_sinh_lai,thu_nhap_hoat_dong,thu_nhap_khac,thu_nhap_lai_thuan,thu_nhap_tu_gop_von_mua_co_phan,thu_nhap_tu_hoat_dong_dich_vu,thu_nhap_tu_lai,thu_nhap_tu_lai_va_hoat_dong_dich_vu,thue_thu_nhap_doanh_nghiep,tien_gui_khach_hang,tien_gui_tai_nhnn,tien_gui_va_vay_tctd_khac,tien_mat_vang_bac_da_quy,tien_va_tuong_duong_tien,tien_vang_gui_cho_vay_tai_tctd_khac,tien_vang_gui_cho_vay_tai_tctd_khac_truoc_rui_ro,tien_vang_gui_tai_tctd_khac,tong_doanh_thu,tong_no,tong_no_va_vcsh,tong_tai_san,tong_von_huy_dong,vay_tctd_khac,von_chu_so_huu,von_dieu_le,von_tai_tro_uy_thac_dau_tu_ngan_hang_chiu_rui_ro,ticker,quarter,year
700,2018.0,1.0,,12667.96,,,,,,,2755.62,,,,2527.6,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,46408615423.0,,,,,,,,,,,,,,,,,,,,,,,,509013722112.0,780778210853.0,,-117565737287.0,,,,4541394101406.0,645045142249.0,,,,,,,,,,128009778587.0,,,,,3076144406972.0,,,,,,,25010919853657.0,,,13897086341959.0,,,FPT,1,2018
701,2018.0,2.0,,12654.95,,,,,,,2830.91,,,,2567.21,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,55088753337.0,,,,,,,,,,,,,,,,,,,,,,,,594282345874.0,906314220350.0,,1453695169801.0,,,,4583203024349.0,832386084491.0,,,,,,,,,,147285386841.0,,,,,4060090013410.0,,,,,,,26286145538325.0,,,13882819289075.0,,,FPT,2,2018
702,2018.0,3.0,,12909.49,,,,,,,2960.6,,,,2620.04,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,62035657523.0,,,,,,,,,,,,,,,,,,,,,,,,724917924601.0,1050676926004.0,,971315335096.0,,,,4775652459127.0,823284952904.0,,,,,,,,,,160413100828.0,,,,,3982145134666.0,,,,,,,28080868938814.0,,,14162058741957.0,,,FPT,3,2018
703,2018.0,4.0,,13454.61,,,,,,,2383.42,,,,3266.86,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,74811405468.0,,,,,,,,,,,,,,,,,,,,,,,,786460440898.0,1114533003367.0,,1276385663232.0,,,,5207125950107.0,1303585034756.0,,,,,,,,,,188101151778.0,,,,,3926316297830.0,,,,,,,29725930367405.0,,,14760059390566.0,,,FPT,4,2018
704,2019.0,1.0,,14156.46,,,,,,,2490.34,,,,3073.18,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,72702857837.0,,,,,,,,,,,,,,,,,,,,,,,,626304276322.0,960366721616.0,,-330039185868.0,,,,5371955089510.0,1316205133098.0,,,,,,,,,,166443892862.0,,,,,2678204837716.0,,,,,,,28748321092476.0,,,15530013194119.0,,,FPT,1,2019
705,2019.0,2.0,,14405.02,,,,,,,2670.3,,,,2882.5,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,72389484924.0,,,,,,,,,,,,,,,,,,,,,,,,791704283230.0,1178628750301.0,,1244514841825.0,,,,5624076548665.0,1287370903241.0,,,,,,,,,,192461518049.0,,,,,3081007361358.0,,,,,,,30375757072965.0,,,15802685862649.0,,,FPT,2,2019
706,2019.0,3.0,,14811.29,,,,,,,2884.69,,,,2905.0,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,100505919297.0,,,,,,,,,,,,,,,,,,,,,,,,960108010843.0,1368471027872.0,,995995758629.0,,,,5921194339385.0,1260561424992.0,,,,,,,,,,208759071626.0,,,,,3230352153677.0,,,,,,,32276824464761.0,,,16248380384161.0,,,FPT,3,2019
707,2019.0,4.0,,15379.81,,,,,,,2858.04,,,,3793.46,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,120746859239.0,,,,,,,,,,,,,,,,,,,,,,,,757233806199.0,1157064011889.0,,2251059485149.0,,,,6294464984188.0,1193931643292.0,,,,,,,,,,185153862300.0,,,,,3457655751734.0,,,,,,,33658743016243.0,,,16872062057208.0,,,FPT,4,2019
708,2020.0,1.0,,16068.84,,,,,,,2968.16,,,,3689.64,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,99625907810.0,,,,,,,,,,,,,,,,,,,,,,,,747105139042.0,1142289868829.0,,-443940552276.0,,,,6167742785462.0,1161769003901.0,,,,,,,,,,205327293976.0,,,,,3891505567428.0,,,,,,,34416668788927.0,,,17627939477472.0,,,FPT,1,2020
709,2020.0,2.0,,16317.72,,,,,,,3047.47,,,,4761.5,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,101366297423.0,,,,,,,,,,,,,,,,,,,,,,,,878710517512.0,1285493108003.0,,2420379713732.0,,,,6222257491429.0,1141615795799.0,,,,,,,,,,201271119609.0,,,,,4180454757894.0,,,,,,,35912808663757.0,,,17900975993025.0,,,FPT,2,2020
710,2020.0,3.0,,16570.84,,,,,,,3019.01,,,,5624.73,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,85791923681.0,,,,,,,,,,,,,,,,,,,,,,,,928887800639.0,1385878971887.0,,1942978179424.0,,,,6134425748720.0,1101276533244.0,,,,,,,,,,237247599774.0,,,,,4306782189438.0,,,,,,,37757456671159.0,,,18178651005670.0,,,FPT,3,2020
711,2020.0,4.0,,16954.89,,,,,,,3224.67,,,,5762.26,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,98553625986.0,,,,,,,,,,,,,,,,,,,,,,,,982843692182.0,1447320040403.0,,2401940131842.0,,,,7219727606117.0,1095369004233.0,,,,,,,,,,194731338662.0,,,,,4684867868362.0,,,,,,,41749437163499.0,,,18599963492421.0,,,FPT,4,2020
712,2021.0,1.0,,17982.75,,,,,,,3369.64,,,,5453.65,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,99817213605.0,,,,,,,,,,,,,,,,,,,,,,,,906142681184.0,1396751211338.0,,-782504495375.0,,,,7285925964353.0,1084776534258.0,,,,,,,,,,246048587834.0,,,,,5162685900520.0,,,,,,,44474278409819.0,,,19727550427823.0,,,FPT,1,2021
713,2021.0,2.0,,18281.03,,,,,,,3480.23,,,,5163.33,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,124530447802.0,,,,,,,,,,,,,,,,,,,,,,,,1000031075985.0,1539464518476.0,,2101896771182.0,,,,7225475515956.0,1064378270831.0,,,,,,,,,,279798068583.0,,,,,4978881337222.0,,,,,,,46980501050599.0,,,20054778192946.0,,,FPT,2,2021
714,2021.0,3.0,,18524.06,,,,,,,3658.85,,,,4840.1,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,120148949617.0,,,,,,,,,,,,,,,,,,,,,,,,1124838737908.0,1638572771885.0,,1588386931308.0,,,,7360311588244.0,1080083677248.0,,,,,,,,,,263957696467.0,,,,,5446784083689.0,,,,,,,48244877999622.0,,,20321383210433.0,,,FPT,3,2021
715,2021.0,4.0,,19523.16,,,,,,,3949.34,,,,5325.35,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,138051289995.0,,,,,,,,,,,,,,,,,,,,,,,,1301522104629.0,1760402225468.0,,2934267143733.0,,,,9260938430652.0,1133060057848.0,,,,,,,,,,200587540579.0,,,,,5417845274048.0,,,,,,,53696643591425.0,,,21417426642405.0,,,FPT,4,2021
716,2022.0,1.0,,20926.25,,,,,,,4252.65,,,,4362.75,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,145819741164.0,,,,,,,,,,,,,,,,,,,,,,,,1238879424987.0,1779047846681.0,,-1838499398111.0,,,,9444684229516.0,1116739928532.0,,,,,,,,,,240489732207.0,,,,,4825840656866.0,,,,,,,55601299353621.0,,,22956651841587.0,,,FPT,1,2022
717,2022.0,2.0,,21338.52,,,,,,,4481.26,,,,4302.04,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,176780202335.0,,,,,,,,,,,,,,,,,,,,,,,,1250820478763.0,1857844626388.0,,2035298333775.0,,,,9515909907092.0,1086053755845.0,,,,,,,,,,296270335003.0,,,,,5219950154605.0,,,,,,,56295551150307.0,,,23408923147376.0,,,FPT,2,2022
718,2022.0,3.0,,21925.65,,,,,,,4781.05,,,,5423.71,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,166542329316.0,,,,,,,,,,,,,,,,,,,,,,,,1453716280970.0,2028024819925.0,,2818884712364.0,,,,10171786476097.0,1182193133367.0,,,,,,,,,,272027358336.0,,,,,3737291803927.0,,,,,,,55127101516156.0,,,24053018329617.0,,,FPT,3,2022
719,2022.0,4.0,,23099.01,,,,,,,4826.7,,,,4570.82,,,,,,,,,,,,,,,,,,,,,,0.8,0.49,0.24902205,876621871.0,0.1092253,0.15175265,1097026572.0,,,,,,,,156583283498.0,,,,,,,,,,,,,,,,,,,,,,,,1351601105817.0,1989028630915.0,,1998631078604.0,,,,10714231138521.0,1287060189955.0,,,,,,,,,,369136662807.0,,,,,6440177174269.0,,,,,,,51655408644949.0,,,25340230745742.0,,,FPT,4,2022
720,2017.0,4.0,,10652.74,,,,,,,381.28,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.0,,,,1476279428657.0,116322060841.0,,,,,,,,,,1.0,,,,,2967781230626.0,,,,,,,50630976756363.0,,,11025590225096.0,,,BCM,4,2017
721,2018.0,1.0,,10699.9,,,,,,,822.71,,,,-50.18,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,168365263994.0,,,,,,,,,,,,,,,,,,,,,,,,456880531475.0,503624209053.0,,-51932621871.0,,,,1451118297449.0,114777541642.0,,,,,,,,,,20022501489.0,,,,,2042956507063.0,,,,,,,51350520321927.0,,,11074397819685.0,,,BCM,1,2018
722,2018.0,2.0,,12374.72,,,,,,,1287.76,,,,-421.06,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,176587278221.0,,,,,,,,,,,,,,,,,,,,,,,,481326886946.0,581123484519.0,,-383863861339.0,,,,1706365683821.0,116844635524.0,,,,,,,,,,81642548916.0,,,,,2806329344742.0,,,,,,,53692743094587.0,,,12807837258510.0,,,BCM,2,2018
723,2018.0,3.0,,12501.27,,,,,,,1287.76,,,,209.72,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,154987546182.0,,,,,,,,,,,,,,,,,,,,,,,,394623558145.0,443541315483.0,,652860721050.0,,,,1618950674232.0,114943409562.0,,,,,,,,,,21676697681.0,,,,,2775776914487.0,,,,,,,53665806687761.0,,,12938811851294.0,,,BCM,3,2018
724,2018.0,4.0,,12173.06,,,,,,,2120.84,,,,-2543.27,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,107098989747.0,,,,,,,,,,,,,,,,,,,,,,,,862239395599.0,1061094863822.0,,-2849344946916.0,,,,1604488331982.0,125756761592.0,,,,,,,,,,120991996705.0,,,,,2572638405385.0,,,,,,,44629191777389.0,,,12599118183596.0,,,BCM,4,2018
725,2019.0,1.0,,13418.51,,,,,,,2256.86,,,,-2507.04,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,180662614108.0,,,,,,,,,,,,,,,,,,,,,,,,597658828574.0,700454135780.0,,-14436364798.0,,,,1556909931070.0,148902512939.0,,,,,,,,,,87258784271.0,,,,,2687249616451.0,,,,,,,44594425061369.0,,,13888153102680.0,,,BCM,1,2019
726,2019.0,2.0,,13501.42,,,,,,,2357.15,,,,-2139.01,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,174857000182.0,,,,,,,,,,,,,,,,,,,,,,,,585129904542.0,724387018152.0,,-2950536489.0,,,,1412790603974.0,128442524845.0,,,,,,,,,,115795803020.0,,,,,2560880189634.0,,,,,,,45042759818665.0,,,13973966167991.0,,,BCM,2,2019
727,2019.0,3.0,,13933.26,,,,,,,2450.73,,,,-2776.6,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,147339354833.0,,,,,,,,,,,,,,,,,,,,,,,,491482177931.0,562383304843.0,,-7054231479.0,,,,1721741815164.0,129864716965.0,,,,,,,,,,36235833382.0,,,,,1066552616511.0,,,,,,,44385222577147.0,,,14420924898408.0,,,BCM,3,2019
728,2019.0,4.0,,14502.18,,,,,,,2444.58,,,,2128.28,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,124177158015.0,,,,,,,,,,,,,,,,,,,,,,,,855865917842.0,1033819211106.0,,2227210655710.0,,,,1713010269907.0,131866760919.0,,,,,,,,,,108225001014.0,,,,,405819520416.0,,,,,,,43501742634323.0,,,15009760527292.0,,,BCM,4,2019
729,2020.0,1.0,,15510.12,,,,,,,2167.3,,,,2204.08,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,146595918687.0,,,,,,,,,,,,,,,,,,,,,,,,310677547482.0,364389589926.0,,64013873799.0,,,,1681751159476.0,131097704097.0,,,,,,,,,,32162984937.0,,,,,320329774325.0,,,,,,,44024502412904.0,,,16052977455980.0,,,BCM,1,2020
730,2020.0,2.0,,15229.72,,,,,,,1880.24,,,,2280.53,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,128114443292.0,,,,,,,,,,,,,,,,,,,,,,,,288022656884.0,369173576884.0,,76173985747.0,,,,1719114855634.0,133641292123.0,,,,,,,,,,50671448791.0,,,,,439344478332.0,,,,,,,44421850079011.0,,,15762757983939.0,,,BCM,2,2020
731,2020.0,3.0,,15692.83,,,,,,,1971.17,,,,2538.66,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,146324183034.0,,,,,,,,,,,,,,,,,,,,,,,,585599460503.0,690018267650.0,,260116418613.0,,,,1699718718437.0,133572603699.0,,,,,,,,,,58929594320.0,,,,,2028641596549.0,,,,,,,46672408901257.0,,,16242076084745.0,,,BCM,3,2020
732,2020.0,4.0,,16168.87,,,,,,,1891.85,,,,2334.41,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,138414131062.0,,,,,,,,,,,,,,,,,,,,,,,,773765734029.0,993146004311.0,,2015814837803.0,,,,1684175721592.0,134795003104.0,,,,,,,,,,126291032170.0,,,,,1783586531829.0,,,,,,,48190837519549.0,,,16734783210429.0,,,BCM,4,2020
733,2021.0,1.0,,16456.83,,,,,,,2032.84,,,,2714.08,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,153008345675.0,,,,,,,,,,,,,,,,,,,,,,,,456598570052.0,507896277535.0,,456970126807.0,,,,1083717944808.0,121892767119.0,,,,,,,,,,39994623452.0,,,,,2349209377310.0,,,,,,,46365172363199.0,,,17032817299127.0,,,BCM,1,2021
734,2021.0,2.0,,15958.24,,,,,,,2221.11,,,,1645.56,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,159285336009.0,,,,,,,,,,,,,,,,,,,,,,,,482881388651.0,568239869300.0,,-1029741984698.0,,,,1133653468984.0,148906765242.0,,,,,,,,,,48551572016.0,,,,,3337821882256.0,,,,,,,48464424545492.0,,,16516782386641.0,,,BCM,2,2021
735,2021.0,3.0,,15758.17,,,,,,,1702.24,,,,731.39,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,162328570764.0,,,,,,,,,,,,,,,,,,,,,,,,48575797673.0,52331341922.0,,-686049867326.0,,,,1095358300488.0,145181228384.0,,,,,,,,,,1991875802.0,,,,,2813978952370.0,,,,,,,48253317677039.0,,,16309700930546.0,,,BCM,3,2021
736,2021.0,4.0,,16200.67,,,,,,,1229.71,,,,346.51,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,346887363422.0,,,,,,,,,,,,,,,,,,,,,,,,284690793607.0,472981755778.0,,1617457455133.0,,,,1070434076004.0,149270157515.0,,,,,,,,,,141512213449.0,,,,,2975349662106.0,,,,,,,48565008475289.0,,,16767698024545.0,,,BCM,4,2021
737,2022.0,1.0,,16937.25,,,,,,,1198.77,,,,1530.81,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,265737553230.0,,,,,,,,,,,,,,,,,,,,,,,,424575311887.0,468257988023.0,,1682717987683.0,,,,1050767625120.0,155637465244.0,,,,,,,,,,77217258233.0,,,,,4006889694745.0,,,,,,,49503912825810.0,,,17530052480012.0,,,BCM,1,2022
738,2022.0,2.0,,17784.28,,,,,,,1649.06,,,,2245.82,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,218183164207.0,,,,,,,,,,,,,,,,,,,,,,,,948939789247.0,1121312093522.0,,-289704617844.0,,,,1097787558372.0,143364560856.0,,,,,,,,,,106428168926.0,,,,,2833645616926.0,,,,,,,49933542952536.0,,,18406730121499.0,,,BCM,2,2022
739,2022.0,3.0,,17962.93,,,,,,,1798.53,,,,2309.02,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,139600366187.0,,,,,,,,,,,,,,,,,,,,,,,,203274219859.0,310947439586.0,,-620629957853.0,,,,1072677198249.0,148126404567.0,,,,,,,,,,51788047641.0,,,,,1580251245388.0,,,,,,,49228038404889.0,,,18591634435383.0,,,BCM,3,2022
740,2022.0,4.0,,17234.17,,,,,,,1577.87,,,,701.16,,,,,,,,,,,,,,,,,,,,,,0.69,0.02779733,0.00584311,34817850.0,0.01195879,0.95440077,1035000000.0,,,,,,,,253481785717.0,,,,,,,,,,,,,,,,,,,,,,,,56308481836.0,21362626462.0,,-46683577662.0,,,,1090951902700.0,153307495319.0,,,,,,,,,,14418259562.0,,,,,1220636557463.0,,,,,,,48519058588504.0,,,17837362570770.0,,,BCM,4,2022
741,2011.0,2.0,8.62,3577.6,2.33,42.95,2.3,72.45,43.93,14.3,748.96,47.87,58.73,0.86,3728.6,15.36,0.26,4.69,84.59,-82.22,-75.23,-45.24,-75.15,-65.83,-80.37,-77.22,-73.83,-93.62,-61.63,-79.32,-72.24,60.64,91.76,5.64,5.18,3.37,1.21,0.3,0.34010782,2378952989.0,0.04741458,0.3124776,3377435094.0,0.0,0.0,0.0,4556303000000.0,-137214000000.0,-722503000000.0,-151909000000.0,-4644478000000.0,101555676000000.0,102472699000000.0,0.0,37751757000000.0,37446701000000.0,327077000000.0,37773778000000.0,1067522000000.0,661791000000.0,0.0,157469817000000.0,102472699000000.0,-22021000000.0,-15000000.0,-917023000000.0,-15000000.0,3309945000000.0,59139000000.0,-74122000000.0,101636000000.0,-89002000000.0,-27900000000.0,-61488000000.0,563598000001.0,822461000001.0,959675000000.0,-5066171000000.0,214052305000000.0,35826335000000.0,1229458000000.0,1195907000001.0,33551000001.0,24467564000000.0,197310506000000.0,6574068000000.0,29299000000.0,1689243000000.0,23184000000.0,211048000000.0,6333721000000.0,6544769000000.0,-258862999999.0,141439033000000.0,2066911000000.0,36786937000000.0,6155093000000.0,54353644000001.0,54997103000000.0,54997118000000.0,54997118000000.0,6535764000000.0,221179698999999.0,233262820000000.0,233262820000001.0,214052305000000.0,0.0,12083121000001.0,9376965000000.0,350381000000.0,ACB,2,2011
742,2011.0,3.0,9.31,3697.6,2.36,44.97,2.35,67.62,38.01,9.45,802.25,44.05,67.85,0.78,8577.29,17.34,0.26,5.36,78.11,38.96,24.01,22.69,30.83,38.95,37.6,31.74,41.4,-0.23,48.36,20.32,20.0,56.2,86.27,5.48,4.73,3.39,1.21,0.3,0.34010782,2378952989.0,0.04741458,0.3124776,3377435094.0,0.0,2779602000000.0,0.0,14672204000000.0,-91767000000.0,-793307000000.0,-60412000000.0,-5223671000000.0,99326697000000.0,100333816000000.0,100000000.0,32678800000000.0,32375005000000.0,328042000000.0,32703047000000.0,1348057000000.0,746286000000.0,0.0,169965183000000.0,100333816000000.0,-24247000000.0,-1000000.0,-1007119000000.0,-1000000.0,3101446000000.0,143303000000.0,-83713000000.0,5503000000.0,73481000000.0,4244000000.0,-4729000000.0,658662000001.0,878964000001.0,970731000000.0,350442000000.0,230537362000000.0,45787264000000.0,1244720000000.0,1212828000001.0,31892000001.0,42284036000000.0,206202756000000.0,7068097000000.0,32805000000.0,1607906000000.0,13314000000.0,203715000000.0,6831577000000.0,7035292000000.0,-220301999999.0,148380054000000.0,3534526000000.0,33590442000000.0,10104203000000.0,54560217000001.0,69631366000000.0,69631367000000.0,69631267000000.0,7076682000000.0,251511722999999.0,264000137000000.0,264000137000001.0,227757760000000.0,0.0,12488414000001.0,9376965000000.0,315119000000.0,ACB,3,2011
743,2011.0,4.0,17.14,4099.33,2.26,39.36,2.21,72.29,36.58,-0.62,952.97,45.16,82.74,0.94,6196.7,18.04,0.5,10.33,76.61,65.12,17.91,-100.0,43.0,32.99,59.8,49.7,55.47,-28.21,36.56,21.65,0.0,50.61,81.0,6.08,4.93,3.4,1.21,0.3,0.34010782,2378952989.0,0.04741458,0.3124776,3377435094.0,0.0,6530305000000.0,0.0,27827541000000.0,10190000000.0,-1066774000000.0,-62500000000.0,-5137603000000.0,101824300000000.0,102809156000000.0,1285250000000.0,26089070000000.0,25795128000000.0,329006000000.0,26124134000000.0,1308026000000.0,1016447000000.0,0.0,184092816000000.0,102809156000000.0,-35064000000.0,-9639000000.0,-984856000000.0,-9639000000.0,3096342000000.0,310314000000.0,26497000000.0,-214044000000.0,326629000000.0,51100000000.0,139082000000.0,1360151000001.0,1654037000001.0,1643847000000.0,3773187000000.0,234170936000000.0,50708499000000.0,1236987000000.0,1207683000001.0,29304000001.0,51401834000000.0,215292767000000.0,7620790000000.0,76478000000.0,2033895000000.0,176230000000.0,372814000000.0,7171498000000.0,7544312000000.0,-293885999999.0,142218091000000.0,5075817000000.0,34714041000000.0,8709990000000.0,58475599000001.0,81274021000000.0,81283660000000.0,79998410000000.0,7936102000000.0,267187610999999.0,281032834000000.0,281032834000001.0,227640631000000.0,0.0,13845223000001.0,9376965000000.0,332318000000.0,ACB,4,2011
