date,symbol,open,high,low,close,volume
2017-02-02,HOSE:REE,25900.0,26150.0,25900.0,26000.0,1200750.0
2017-02-03,HOSE:REE,26150.0,26150.0,25800.0,25900.0,582330.0
2017-02-06,HOSE:REE,26000.0,26700.0,26000.0,26400.0,1166370.0
2017-02-07,HOSE:REE,26250.0,27100.0,26250.0,26900.0,1545670.0
2017-02-08,HOSE:REE,26900.0,27100.0,26600.0,26900.0,392460.0
2017-02-09,HOSE:REE,26900.0,27650.0,26800.0,27400.0,1034740.0
2017-02-10,HOSE:REE,27700.0,27700.0,27400.0,27400.0,769250.0
2017-02-13,HOSE:REE,27600.0,27800.0,27400.0,27800.0,819380.0
2017-02-14,HOSE:REE,27900.0,27900.0,27250.0,27500.0,1342620.0
2017-02-15,HOSE:REE,27600.0,28000.0,27450.0,27600.0,1214570.0
2017-02-16,HOSE:REE,27400.0,27500.0,27000.0,27000.0,2002590.0
2017-02-17,HOSE:REE,27000.0,27300.0,26800.0,27300.0,1202990.0
2017-02-20,HOSE:REE,27200.0,27700.0,27200.0,27500.0,739330.0
2017-02-21,HOSE:REE,27500.0,27550.0,27200.0,27250.0,474520.0
2017-02-22,HOSE:REE,27200.0,27200.0,26700.0,26950.0,1052440.0
2017-02-23,HOSE:REE,27000.0,27000.0,26550.0,26700.0,671560.0
2017-02-24,HOSE:REE,26700.0,26800.0,26450.0,26500.0,656260.0
2017-02-27,HOSE:REE,26400.0,26900.0,26400.0,26850.0,457760.0
2017-02-28,HOSE:REE,25800.0,25800.0,25100.0,25100.0,632100.0
2017-03-01,HOSE:REE,24900.0,24900.0,24100.0,24750.0,852800.0
2017-03-02,HOSE:REE,24600.0,24850.0,24550.0,24800.0,214210.0
2017-03-03,HOSE:REE,24650.0,24700.0,24300.0,24650.0,531060.0
2017-03-06,HOSE:REE,24750.0,25850.0,24750.0,25700.0,856740.0
2017-03-07,HOSE:REE,25700.0,26200.0,25500.0,26150.0,1328700.0
2017-03-08,HOSE:REE,26100.0,26300.0,25950.0,26100.0,700560.0
2017-03-09,HOSE:REE,25950.0,26100.0,25800.0,25800.0,423980.0
2017-03-10,HOSE:REE,26000.0,27200.0,26000.0,27000.0,2508920.0
2017-03-13,HOSE:REE,27000.0,27700.0,26600.0,27200.0,2369630.0
2017-03-14,HOSE:REE,27400.0,28200.0,27300.0,28100.0,1940790.0
2017-03-15,HOSE:REE,28100.0,28400.0,27600.0,27600.0,2664030.0
2017-03-16,HOSE:REE,27600.0,28000.0,27500.0,28000.0,993410.0
2017-03-17,HOSE:REE,28000.0,28050.0,27600.0,27700.0,823140.0
2017-03-20,HOSE:REE,27700.0,28500.0,27600.0,27800.0,876220.0
2017-03-21,HOSE:REE,27500.0,27600.0,26500.0,26800.0,3471110.0
2017-03-22,HOSE:REE,26750.0,27150.0,26300.0,26300.0,2077820.0
2017-03-23,HOSE:REE,26150.0,27100.0,26100.0,27000.0,530810.0
2017-03-24,HOSE:REE,27100.0,27100.0,26500.0,26800.0,719230.0
