date,symbol,open,high,low,close,volume
2017-02-02,HOSE:VIC,42300.0,42850.0,42300.0,42500.0,390520.0
2017-02-03,HOSE:VIC,42500.0,42500.0,41950.0,42000.0,479860.0
2017-02-06,HOSE:VIC,42500.0,42600.0,42000.0,42400.0,473180.0
2017-02-07,HOSE:VIC,42400.0,42800.0,42200.0,42800.0,794850.0
2017-02-08,HOSE:VIC,42900.0,42900.0,42700.0,42750.0,334800.0
2017-02-09,HOSE:VIC,42800.0,42850.0,42550.0,42650.0,282170.0
2017-02-10,HOSE:VIC,42600.0,42750.0,42050.0,42500.0,834560.0
2017-02-13,HOSE:VIC,42500.0,42600.0,42300.0,42500.0,316160.0
2017-02-14,HOSE:VIC,42600.0,42850.0,42450.0,42550.0,496140.0
2017-02-15,HOSE:VIC,42600.0,44700.0,42600.0,44500.0,2270860.0
2017-02-16,HOSE:VIC,44500.0,44700.0,44000.0,44000.0,871460.0
2017-02-17,HOSE:VIC,44100.0,44100.0,43600.0,44000.0,692670.0
2017-02-20,HOSE:VIC,43800.0,45400.0,43300.0,45300.0,804050.0
2017-02-21,HOSE:VIC,45300.0,47000.0,45300.0,46450.0,1391740.0
2017-02-22,HOSE:VIC,46300.0,46800.0,45500.0,45700.0,885490.0
2017-02-23,HOSE:VIC,45700.0,46000.0,45000.0,45250.0,584670.0
2017-02-24,HOSE:VIC,45250.0,46000.0,44900.0,45250.0,508290.0
2017-02-27,HOSE:VIC,45300.0,46500.0,45300.0,45950.0,788600.0
2017-02-28,HOSE:VIC,46200.0,46200.0,45000.0,45000.0,1009600.0
2017-03-01,HOSE:VIC,44700.0,45350.0,44300.0,44700.0,651080.0
2017-03-02,HOSE:VIC,44600.0,44950.0,44000.0,44100.0,794680.0
2017-03-03,HOSE:VIC,44450.0,44900.0,44300.0,44500.0,290560.0
2017-03-06,HOSE:VIC,44900.0,45400.0,44600.0,44750.0,366910.0
2017-03-07,HOSE:VIC,44750.0,45300.0,44600.0,44850.0,238620.0
2017-03-08,HOSE:VIC,44850.0,44850.0,44000.0,44500.0,554530.0
2017-03-09,HOSE:VIC,44500.0,44500.0,44200.0,44200.0,271170.0
2017-03-10,HOSE:VIC,44050.0,44700.0,44000.0,44200.0,841330.0
2017-03-13,HOSE:VIC,44600.0,44700.0,44200.0,44200.0,362880.0
2017-03-14,HOSE:VIC,44200.0,44500.0,44050.0,44050.0,370080.0
2017-03-15,HOSE:VIC,44100.0,44200.0,43300.0,43500.0,557540.0
2017-03-16,HOSE:VIC,43200.0,44000.0,43200.0,44000.0,192350.0
2017-03-17,HOSE:VIC,44200.0,44800.0,43800.0,43800.0,1070220.0
2017-03-20,HOSE:VIC,44300.0,44500.0,43300.0,43300.0,1170670.0
2017-03-21,HOSE:VIC,43800.0,43800.0,41000.0,41450.0,6736840.0
2017-03-22,HOSE:VIC,41450.0,42400.0,41450.0,41650.0,1495860.0
2017-03-23,HOSE:VIC,41650.0,42600.0,41650.0,42500.0,1028940.0
2017-03-24,HOSE:VIC,42300.0,42450.0,42150.0,42350.0,1562480.0
2017-03-27,HOSE:VIC,42100.0,42400.0,42000.0,42350.0,1056690.0
2017-03-28,HOSE:VIC,42350.0,42350.0,42000.0,42000.0,710950.0
2017-03-29,HOSE:VIC,42300.0,42400.0,42000.0,42200.0,732520.0
2017-03-30,HOSE:VIC,42300.0,42350.0,42000.0,42200.0,665180.0
2017-03-31,HOSE:VIC,42100.0,42350.0,41800.0,41800.0,604220.0
2017-04-03,HOSE:VIC,41900.0,42000.0,41500.0,41500.0,623430.0
2017-04-04,HOSE:VIC,41700.0,42000.0,41550.0,42000.0,529490.0
2017-04-05,HOSE:VIC,42000.0,42100.0,41600.0,41600.0,576535.0
2017-04-07,HOSE:VIC,41600.0,42000.0,41500.0,42000.0,370920.0
2017-04-10,HOSE:VIC,42000.0,42500.0,41900.0,42400.0,949330.0
2017-04-11,HOSE:VIC,42100.0,42950.0,42100.0,42550.0,1211260.0
2017-04-12,HOSE:VIC,42550.0,42900.0,42000.0,42050.0,660120.0
2017-04-13,HOSE:VIC,42050.0,42750.0,42050.0,42400.0,860710.0
2017-04-14,HOSE:VIC,42200.0,42350.0,41700.0,41750.0,700080.0
2017-04-17,HOSE:VIC,41750.0,42000.0,40750.0,41750.0,1303790.0
2017-04-18,HOSE:VIC,41500.0,42000.0,41300.0,41700.0,420640.0
2017-04-19,HOSE:VIC,41700.0,41700.0,41450.0,41500.0,1161170.0
2017-04-20,HOSE:VIC,41500.0,41600.0,40500.0,40600.0,4119493.0
2017-04-21,HOSE:VIC,40200.0,41250.0,40200.0,40500.0,473170.0
2017-04-24,HOSE:VIC,40300.0,40900.0,39650.0,40000.0,422960.0
2017-04-25,HOSE:VIC,40000.0,40500.0,40000.0,40350.0,291630.0
2017-04-26,HOSE:VIC,40400.0,40500.0,40100.0,40400.0,418510.0
2017-04-27,HOSE:VIC,40400.0,41000.0,40400.0,40900.0,532960.0
2017-04-28,HOSE:VIC,40500.0,40900.0,40400.0,40900.0,868180.0
2017-05-03,HOSE:VIC,41100.0,41100.0,40300.0,40500.0,330500.0
2017-05-04,HOSE:VIC,40550.0,40550.0,40100.0,40300.0,695060.0
2017-05-05,HOSE:VIC,40300.0,40400.0,40100.0,40400.0,518030.0
2017-05-08,HOSE:VIC,40400.0,40550.0,40150.0,40400.0,2702395.0
2017-05-09,HOSE:VIC,40400.0,40900.0,40300.0,40750.0,579970.0
2017-05-10,HOSE:VIC,40550.0,40800.0,40400.0,40450.0,722530.0
2017-05-11,HOSE:VIC,40500.0,40850.0,40450.0,40500.0,861350.0
2017-05-12,HOSE:VIC,40400.0,40600.0,40300.0,40500.0,372820.0
2017-05-15,HOSE:VIC,40500.0,41300.0,40300.0,40900.0,655580.0
2017-05-16,HOSE:VIC,41000.0,41500.0,40800.0,41500.0,1007010.0
2017-05-17,HOSE:VIC,41300.0,41700.0,41150.0,41300.0,538140.0
2017-05-18,HOSE:VIC,41300.0,41700.0,41050.0,41300.0,815460.0
2017-05-19,HOSE:VIC,41300.0,41300.0,40700.0,40900.0,645030.0
2017-05-22,HOSE:VIC,40800.0,41400.0,40800.0,41200.0,825830.0
2017-05-23,HOSE:VIC,41200.0,41200.0,40800.0,40850.0,799020.0
2017-05-24,HOSE:VIC,40900.0,40950.0,40400.0,40500.0,1407180.0
2017-05-25,HOSE:VIC,40300.0,40500.0,39950.0,40050.0,1822220.0
2017-05-26,HOSE:VIC,40100.0,40500.0,40000.0,40500.0,724620.0
2017-05-29,HOSE:VIC,40500.0,40750.0,40000.0,40650.0,784880.0
2017-05-30,HOSE:VIC,40300.0,40600.0,40250.0,40250.0,665930.0
2017-05-31,HOSE:VIC,40300.0,40700.0,40200.0,40250.0,17993970.0
2017-06-01,HOSE:VIC,40500.0,40650.0,40250.0,40550.0,18070890.0
2017-06-02,HOSE:VIC,40550.0,40650.0,40400.0,40600.0,17990520.0
2017-06-05,HOSE:VIC,40500.0,40650.0,40250.0,40600.0,11019004.0
2017-06-06,HOSE:VIC,40750.0,40750.0,40550.0,40650.0,17703701.0
2017-06-07,HOSE:VIC,40650.0,41000.0,40650.0,41000.0,17758641.0
2017-06-08,HOSE:VIC,41100.0,41800.0,40700.0,41300.0,17689881.0
2017-06-09,HOSE:VIC,41400.0,41800.0,41400.0,41600.0,17750891.0
2017-06-12,HOSE:VIC,41800.0,42350.0,41600.0,42350.0,18362741.0
2017-06-13,HOSE:VIC,42550.0,43000.0,42250.0,43000.0,6424008.0
2017-06-14,HOSE:VIC,43000.0,43100.0,41200.0,41500.0,7306738.0
2017-06-15,HOSE:VIC,41600.0,42300.0,41600.0,42300.0,951160.0
2017-06-16,HOSE:VIC,42850.0,43000.0,42400.0,43000.0,3834500.0
2017-06-19,HOSE:VIC,42500.0,43100.0,42350.0,43100.0,929880.0
2017-06-20,HOSE:VIC,43200.0,43200.0,42300.0,42300.0,495170.0
2017-06-21,HOSE:VIC,42300.0,42800.0,41950.0,42800.0,576290.0
2017-06-22,HOSE:VIC,42650.0,42700.0,42100.0,42100.0,394210.0
2017-06-23,HOSE:VIC,41800.0,42100.0,41800.0,42050.0,692090.0
2017-06-26,HOSE:VIC,42050.0,42950.0,42050.0,42800.0,819860.0
2017-06-27,HOSE:VIC,42800.0,42800.0,42500.0,42600.0,457480.0
2017-06-28,HOSE:VIC,42600.0,42600.0,42250.0,42450.0,305950.0
2017-06-29,HOSE:VIC,42800.0,42800.0,42300.0,42350.0,236950.0
2017-06-30,HOSE:VIC,42600.0,42700.0,42250.0,42700.0,452240.0
2017-07-03,HOSE:VIC,42700.0,42700.0,42200.0,42300.0,537620.0
2017-07-04,HOSE:VIC,42200.0,42300.0,41500.0,42000.0,938440.0
2017-07-05,HOSE:VIC,42300.0,42400.0,41650.0,42000.0,1916780.0
2017-07-06,HOSE:VIC,42500.0,42500.0,42000.0,42400.0,1747530.0
2017-07-07,HOSE:VIC,42650.0,42700.0,42000.0,42000.0,1662170.0
2017-07-10,HOSE:VIC,42300.0,42300.0,41000.0,41100.0,1979080.0
2017-07-11,HOSE:VIC,41400.0,42100.0,41100.0,42100.0,1859280.0
2017-07-12,HOSE:VIC,42450.0,42600.0,42000.0,42600.0,2087620.0
2017-07-13,HOSE:VIC,42600.0,42600.0,41900.0,42600.0,2180460.0
2017-07-14,HOSE:VIC,42600.0,42600.0,42200.0,42600.0,1983010.0
2017-07-17,HOSE:VIC,42500.0,42500.0,41800.0,42400.0,2117100.0
2017-07-18,HOSE:VIC,41500.0,42300.0,41500.0,42300.0,1767190.0
2017-07-19,HOSE:VIC,42500.0,42500.0,41950.0,42000.0,1987840.0
2017-07-20,HOSE:VIC,42000.0,42400.0,41800.0,42400.0,1899310.0
2017-07-21,HOSE:VIC,42100.0,42450.0,41650.0,42450.0,2203410.0
2017-07-24,HOSE:VIC,42450.0,42450.0,41900.0,42200.0,2613118.0
2017-07-25,HOSE:VIC,41800.0,42100.0,41800.0,42000.0,2584068.0
2017-07-26,HOSE:VIC,42000.0,42600.0,41800.0,42600.0,708260.0
2017-07-27,HOSE:VIC,42100.0,42600.0,42100.0,42300.0,454710.0
2017-07-28,HOSE:VIC,42300.0,42900.0,42000.0,42900.0,591570.0
