date,symbol,open,high,low,close,volume
2017-02-02,HNX:CEO,13100.0,13200.0,13000.0,13200.0,180160.0
2017-02-03,HNX:CEO,13200.0,13300.0,13100.0,13300.0,454810.0
2017-02-06,HNX:CEO,13300.0,13700.0,13100.0,13600.0,958125.0
2017-02-07,HNX:CEO,13600.0,13700.0,13400.0,13500.0,801510.0
2017-02-08,HNX:CEO,13600.0,13600.0,13200.0,13400.0,724500.0
2017-02-09,HNX:CEO,13400.0,13500.0,13200.0,13400.0,695850.0
2017-02-10,HNX:CEO,13400.0,13400.0,13100.0,13200.0,436560.0
2017-02-13,HNX:CEO,13200.0,13700.0,13000.0,13700.0,1241480.0
2017-02-14,HNX:CEO,13600.0,13600.0,13100.0,13400.0,468650.0
2017-02-15,HNX:CEO,13400.0,13500.0,13100.0,13300.0,977731.0
2017-02-16,HNX:CEO,13300.0,13300.0,13100.0,13100.0,625910.0
2017-02-17,HNX:CEO,13100.0,13300.0,13000.0,13100.0,846710.0
2017-02-20,HNX:CEO,13100.0,13400.0,13100.0,13400.0,1415630.0
2017-02-21,HNX:CEO,13400.0,13500.0,13200.0,13400.0,1186991.0
2017-02-22,HNX:CEO,13400.0,13400.0,13100.0,13200.0,1252155.0
2017-02-23,HNX:CEO,13200.0,13200.0,12800.0,12900.0,759460.0
2017-02-24,HNX:CEO,12900.0,12900.0,12600.0,12800.0,2277670.0
2017-02-27,HNX:CEO,12800.0,13100.0,12600.0,12800.0,3168675.0
2017-02-28,HNX:CEO,12800.0,12900.0,12600.0,12700.0,1959240.0
2017-03-01,HNX:CEO,12700.0,12800.0,12500.0,12600.0,1301270.0
2017-03-02,HNX:CEO,12500.0,12700.0,12500.0,12700.0,1420250.0
2017-03-03,HNX:CEO,12600.0,12700.0,12100.0,12500.0,1132110.0
2017-03-06,HNX:CEO,12500.0,12700.0,12200.0,12500.0,1257300.0
2017-03-07,HNX:CEO,12500.0,12600.0,12200.0,12400.0,938565.0
2017-03-08,HNX:CEO,12400.0,12400.0,12000.0,12200.0,1388810.0
2017-03-09,HNX:CEO,12200.0,12700.0,12200.0,12600.0,934623.0
2017-03-10,HNX:CEO,12600.0,12700.0,12400.0,12700.0,1265915.0
2017-03-13,HNX:CEO,12600.0,12700.0,12400.0,12600.0,969700.0
2017-03-14,HNX:CEO,12500.0,12600.0,12300.0,12500.0,834000.0
2017-03-15,HNX:CEO,12500.0,12700.0,12200.0,12400.0,1214275.0
2017-03-16,HNX:CEO,12400.0,12600.0,12300.0,12600.0,1106400.0
2017-03-17,HNX:CEO,12600.0,12700.0,12400.0,12600.0,1045510.0
2017-03-20,HNX:CEO,12600.0,12600.0,12400.0,12500.0,1002325.0
2017-03-21,HNX:CEO,12500.0,12600.0,12300.0,12300.0,1003705.0
2017-03-22,HNX:CEO,12300.0,12300.0,12100.0,12200.0,978800.0
2017-03-23,HNX:CEO,12200.0,12300.0,11900.0,12300.0,1188400.0
2017-03-24,HNX:CEO,12300.0,12400.0,11900.0,12200.0,928400.0
2017-03-27,HNX:CEO,12200.0,12200.0,12000.0,12200.0,852300.0
2017-03-28,HNX:CEO,12200.0,12200.0,12000.0,12100.0,773090.0
2017-03-29,HNX:CEO,12100.0,12200.0,11800.0,12100.0,876200.0
2017-03-30,HNX:CEO,12000.0,12100.0,11900.0,12000.0,950250.0
2017-03-31,HNX:CEO,12000.0,12000.0,11800.0,11900.0,910300.0
2017-04-03,HNX:CEO,11900.0,12000.0,11800.0,11900.0,1017100.0
2017-04-04,HNX:CEO,11900.0,12000.0,11700.0,11700.0,1188300.0
2017-04-05,HNX:CEO,11700.0,11900.0,11600.0,11700.0,1704400.0
2017-04-07,HNX:CEO,11700.0,11700.0,11400.0,11600.0,1443300.0
2017-04-10,HNX:CEO,11600.0,12100.0,11600.0,11800.0,5210050.0
2017-04-11,HNX:CEO,11900.0,12300.0,11800.0,12100.0,4510620.0
2017-04-12,HNX:CEO,12200.0,12800.0,12200.0,12500.0,4090950.0
2017-04-13,HNX:CEO,12700.0,13100.0,12500.0,12900.0,4255700.0
2017-04-14,HNX:CEO,12900.0,12900.0,12400.0,12700.0,2932230.0
2017-04-17,HNX:CEO,12700.0,13000.0,12200.0,12500.0,2536100.0
2017-04-18,HNX:CEO,12400.0,12400.0,11900.0,12400.0,2313800.0
2017-04-19,HNX:CEO,12400.0,12400.0,12000.0,12300.0,1748500.0
2017-04-20,HNX:CEO,12300.0,12500.0,11900.0,11900.0,1596700.0
2017-04-21,HNX:CEO,11900.0,12000.0,11800.0,11900.0,1272900.0
2017-04-24,HNX:CEO,11900.0,11900.0,11400.0,11400.0,1516370.0
2017-04-25,HNX:CEO,11400.0,11500.0,11100.0,11400.0,1003900.0
2017-04-26,HNX:CEO,11200.0,11800.0,11100.0,11600.0,1290560.0
2017-04-27,HNX:CEO,11600.0,11700.0,11200.0,11400.0,1631600.0
2017-04-28,HNX:CEO,11300.0,11400.0,11100.0,11400.0,1042900.0
2017-05-03,HNX:CEO,11400.0,11600.0,11200.0,11600.0,1109710.0
2017-05-04,HNX:CEO,11600.0,12000.0,11600.0,11700.0,1486680.0
2017-05-05,HNX:CEO,11700.0,12400.0,11700.0,12400.0,7013150.0
2017-05-08,HNX:CEO,12700.0,12700.0,12100.0,12300.0,4632110.0
2017-05-09,HNX:CEO,12300.0,12300.0,12000.0,12000.0,3401400.0
2017-05-10,HNX:CEO,12000.0,13100.0,11900.0,12700.0,5837090.0
2017-05-11,HNX:CEO,12700.0,12900.0,12300.0,12500.0,3927000.0
2017-05-12,HNX:CEO,12500.0,12600.0,12200.0,12500.0,3209901.0
2017-05-15,HNX:CEO,12500.0,13000.0,12300.0,12900.0,4141020.0
2017-05-16,HNX:CEO,12900.0,13200.0,12400.0,12400.0,4394700.0
2017-05-17,HNX:CEO,12400.0,12500.0,12100.0,12400.0,3179520.0
2017-05-18,HNX:CEO,12300.0,12300.0,11800.0,11800.0,3439880.0
2017-05-19,HNX:CEO,11800.0,12200.0,11700.0,12100.0,2107180.0
2017-05-22,HNX:CEO,12100.0,12300.0,12000.0,12100.0,2055000.0
2017-05-23,HNX:CEO,12100.0,12100.0,11800.0,11800.0,1554250.0
2017-05-24,HNX:CEO,11800.0,11900.0,11700.0,11900.0,1391200.0
2017-05-25,HNX:CEO,12000.0,12200.0,11800.0,11800.0,1769700.0
2017-05-26,HNX:CEO,11800.0,12000.0,11700.0,11800.0,1837900.0
2017-05-29,HNX:CEO,11800.0,12000.0,11700.0,11900.0,1540960.0
2017-05-30,HNX:CEO,11900.0,11900.0,11600.0,11600.0,1722110.0
